Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;courrier;accueil;reseaux sociaux;Description_2;Description_3;clusters
la plupart du temps  l image de pole emploi et de ses conseillers est plutot percue negativement  apres un job saisonnier  je suis allee deposee mon certificat de travail chez pole emploi et le conseiller qui m a recu m a propose d integrer un dispositif de 3 mois nomme  club cadres   consecutivement a une seance d information et un entretien pour valider l integration  j ai ete membre de ce groupe durant 3 mois lors des rdv hebdomadaires  les conseillers nous faisaient travailler cv  lettres de motivation  entretien de recrutement  nous avons egalement aborde les nouvelles techniques de recrutement  rencontre des professionnels   entreprises et aussi cabinet rh afin de faire un 360  du marche du travail  au sein du club  6 participants sont retournes a l emploi et les autres sont remobilises  confiants cette experience permet de sortir de l isolement  de la devalorisation du fait du non emploi et complete parfaitement le dispositif propose par exemple par l apec  certes cela demande une reel investissement des conseillers et des membres du club entre chaque seance  et c est ce qui en fait la richesse et l efficacite ;0;0;0;0;0;1;0;['plupart', 'imag', 'percu', 'job', 'saisonni', 'depose', 'certificat', 'integr', 'nomm', 'club', 'cadr', 'consecut', 'seanc', 'integr', 'membr', 'group', 'rdv', 'hebdomadair', 'abord', 'techniqu', 'cabinet', 'rh', '360', 'sein', 'club', 'remobilis', 'confi', 'isol', 'devaloris', 'apec', 'cert', 'invest', 'membr', 'club', 'seanc', 'richess', 'efficacit'];plupart imag percu job saisonni depose certificat integr nomm club cadr consecut seanc integr membr group rdv hebdomadair abord techniqu cabinet rh 360 sein club remobilis confi isol devaloris apec cert invest membr club seanc richess efficacit;3
depuis plus de 8 mois  je cherche du travail  je postule tous les jours et rien  j ai recu un courrier pour appeler la ligne verte  apres 3 jours j ai recu un appel d une conseillere pole emploi courbessac qui m a donner rendez vous ce vendredi 13  en arrivant  j ai ete surprise  je m attendais pas a ca   une femme incroyable  a l ecoute  qui a de suite pris en compte ma situation en m aidant a la recherche d emploi  j ai meme un rendez vous avec un employeur pour un entretien d embauche  je croise les doigts  la seule chose que j ai a dire c est que ma conseillere est en quelque sorte mon ange gardien  merci pour tout du fond du cur  aujourd hui je partage mon experience et j en suis tres contente  ne baissez jamais les bras  tot ou tard a force de persuasion vos efforts finiront par etres recompenses ;0;0;1;0;0;1;0;['courri', 'appel', 'vert', 'appel', 'courbessac', 'vendred', '13', 'arriv', 'attend', 'femm', 'compt', 'employeur', 'crois', 'doigt', 'ange', 'gardien', 'fond', 'cur', 'partag', 'content', 'baiss', 'bras', 'tot', 'persuas', 'effort', 'etre', 'recompens'];courri appel vert appel courbessac vendred 13 arriv attend femm compt employeur crois doigt ange gardien fond cur partag content baiss bras tot persuas effort etre recompens;3
le site internet de pole emploi propose une cvtheque afin que chaque demandeur d emploi y poste ses curriculum vitae pour que les recruteurs en prennent connaissance et contactent eventuellement les candidats or  le site de pole emploi ne semble pas assez securise puisque des personnes mal intentionnees semblent avoir acces a toutes les informations inscrites sur les cv  notamment les courriels des demandeurs d emploi  et ce dans le but de leur extorquer de l argent en proposant de faux emplois en se faisant passer pour des employeurs  j ai eu l occasion d avertir mon conseiller  qui est parfaitement au courant de ce genre de pratique malsaine  et m a donc demande de faire part de ce probleme ici  il serait bon que le service informatique de pole emploi securise davantage ce site ;1;0;0;0;0;0;0;['internet', 'cvthequ', 'curriculum', 'vita', 'recruteur', 'prennent', 'contactent', 'eventuel', 'securis', 'intentionne', 'semblent', 'inscrit', 'courriel', 'but', 'extorqu', 'argent', 'employeur', 'occas', 'avert', 'malsain', 'securis', 'davantag'];internet cvthequ curriculum vita recruteur prennent contactent eventuel securis intentionne semblent inscrit courriel but extorqu argent employeur occas avert malsain securis davantag;-1
apres mon deuxieme emploi je suis tombee dans le chomage  j ai essaye par mes moyens de chercher un travail  je n y suis pas arrivee malgre ma motivation je suis restee dans cette situation pendant pres de 9 mois  et un jour  en allant a pole emploi  une agente d accueil m a conseille de m inscrire a l accompagnement intensif pour les jeunes  je me suis inscrite  j ai tres vite eu un rendez vous  j ai eu un rendez vous a l agence de pole emploi des 7 collines a nimes  la personne a bien pris le temps de m ecouter  elle m a conseillee et elle m a aidee dans mes demarches puisque qu elle prenait souvent contact avec moi et me donner de nombreux rendez vous  et en moins de 2 mois j ai eu un poste  donc je suis tres satisfaite de cet accompagnement ;0;1;1;0;0;1;0;['tombe', 'chomag', 'arrive', 'reste', '9', 'allant', 'agent', 'intens', 'jeun', 'inscrit', 'collin', 'nim', 'conseille', 'aide', 'demarch', 'pren', 'contact', 'satisfait'];tombe chomag arrive reste 9 allant agent intens jeun inscrit collin nim conseille aide demarch pren contact satisfait;3
moi qui n avais pas confiance en moi  et qui etait pessimiste sur tout  j ai appris que rien n est impossible grace a mon accompagnement jeune et a ma conseillere  et qu il faut croire en soi et en ses projets  avec l envie et la motivation on peut faire beaucoup de choses grace a ma conseillere j ai pu me lancer dans une vae pour valider mon bac et par la suite pourquoi pas obtenir un bts je suis tres satisfaite de mon accompagnement ;0;0;0;0;0;1;0;['pessim', 'appris', 'jeun', 'soi', 'lanc', 'va', 'bac', 'bt', 'satisfait'];pessim appris jeun soi lanc va bac bt satisfait;3
mon experience est vraiment tres enrichissante  ma conseillere a su m accompagner pour toutes les demarches en lien avec ma formation  donc tout s est enchaine tres rapidement  decouvrir le monde de l aeronautique en seulement un mois c est possible  malgre un rythme tres intensif et des revisions tous les jours  je suis impatiente d etre sur le terrain  encore merci a ma conseillere ;0;0;0;0;0;1;0;['enrich', 'demarch', 'lien', 'format', 'enchain', 'decouvr', 'aeronaut', 'rythm', 'intens', 'revis', 'impatient', 'terrain'];enrich demarch lien format enchain decouvr aeronaut rythm intens revis impatient terrain;3
ma conseillere a vraiment ete tres a l ecoute et m a beaucoup aide  elle a su me conseiller comme il le fallait pendant les 6 mois d accompagnement elle a toujours ete la pour repondre a mes questions ;0;0;0;0;0;1;0;[];;3
j ai travaille pendant 2 ans dans un foyer d hebergement pour personne agee autonome  je travaillais de nuit a gerer et veiller a la securite de plus d une centaine de residents alors que j etais toute seule  une nuit  une residente a mis fin a ses jours en sautant de son balcon   5eme etage   alors que je me trouvais a quelques metres lors de sa chute  a la suite de cet incident j ai donne ma demission en aout 2019  je m inscris donc a pole emploi meme si je sais que j ai une carence de 4 mois suite a ma demission nous sommes aujourd hui en fevrier 2020 et a cette heure je n ai plus aucune rentree d argent  je devais passer fin janvier en commission paritaire mais on m a annonce que la commission n avait pas pu decider sur mon dossier et souhaitait savoir si j avais travaille au mois de janvier  le comble de poser ce genre de question alors que vous n avez aucun moyen de vous deplacer  j ai des retards de loyer  des retards de factures et la seule chose qu on ose me dire   fallait pas demissionner  tant que pole emploi n a pas officiellement rejete mon dossier  je ne peux acceder au rsa je ne comprends pas pourquoi blamer des gens qui ont travaille et cotise pour ce qui leur revient de droit  une envie intense de quitter ce monde   ;0;0;1;0;1;1;0;['foi', 'heberg', 'autonom', 'nuit', 'veil', 'securit', 'centain', 'resident', 'nuit', 'resident', 'saut', 'balcon', '5em', 'etag', 'metr', 'chut', 'incident', 'demiss', '2019', 'inscris', 'carenc', 'demiss', 'rentre', 'argent', 'commiss', 'paritair', 'commiss', 'decid', 'dossi', 'combl', 'pos', 'retard', 'retard', 'ose', 'demission', 'officiel', 'dossi', 'rsa', 'blam', 'revient', 'intens', 'quitt'];foi heberg autonom nuit veil securit centain resident nuit resident saut balcon 5em etag metr chut incident demiss 2019 inscris carenc demiss rentre argent commiss paritair commiss decid dossi combl pos retard retard ose demission officiel dossi rsa blam revient intens quitt;3
suite a une demande invalidite pour la cpam  je ne peux plus recuperer mes anciennes attestions  mensuelles et globales  pole emploi  il m a ete repondu que sur mon espace personnel p e   on pouvait recuperer 6 mois par 6 mois  cela n est pas exact  je suggere un  e coffre  heberge soit par la carsat  des le debut de carriere   soit par la cpam  puisqu on a un numero de secu des le 1er emploi   ou toute autre e administration qui semblerait judicieuse a cause de cela  je ne vais pas pouvoir finaliser ma demande invalidite  je suis a 100  exonerante   ni beneficier de mes justificatifs pour ma retraite ;1;1;0;1;0;0;0;['invalidit', 'cpam', 'recuper', 'attest', 'global', 'p', 'e', 'recuper', 'exact', 'sugger', 'e', 'coffr', 'heberg', 'carsat', 'cpam', 'puisqu', 'secu', 'e', 'administr', 'sembl', 'judici', 'invalidit', '100', 'exoner', 'justif', 'retrait'];invalidit cpam recuper attest global p e recuper exact sugger e coffr heberg carsat cpam puisqu secu e administr sembl judici invalidit 100 exoner justif retrait;-1
je voulais temoigne de mon histoire  ma conseillere pole emploi a ete formidable  elle s est demener pour m aider et j ai pu retravailler grace a elle  merci;1;0;0;0;0;1;0;['temoign', 'histoir', 'formid', 'demen', 'retravaill'];temoign histoir formid demen retravaill;-1
la caf m annonce que j ai eu un trop percu  pas la premiere fois     suite a un soit disant paiement de pole emploi en complement de mon salaire  j avertis la caf que je n ai pas touche le montant qu ils mentionnent  ils me renvoient vers pole emploi qui m indique les sommes recus et ne figure pas le montant mentionne par pole emploi  reponse de la caf ce montant n apparait pas car ce serait un trop percu du mois precedent  rebelotte et retour a pole emploi qui stipule dans un nouveau document qu il n y a eu aucun trop percu ces 3 dernieres annees  document depose en main propre a l agent de guichet qui consulte le document puis me dit de le mettre dans la boite dediee  resultat 5 jours apres je recois sur mon espace un message disant que ma demande a ete traitee  au final rien ne change sur mes droits je leur doit toujours deux mois d allocation logement  je viens de finir de les rembourser  depuis ce jour j ai decide de ne plus declarer mes revenus afin de ne rien toucher de leur part que ce soit les apl ou la prime d activite  j ai egalement pas divulguer les coordonnees bancaires de mon bailleur afin qu il ne percoit rien et que je paye mon loyer dans la totalite  c est navrant d en arriver la mais j ai perdu patience avec la caf a devoir prouver des informations qu ils pourraient consulter via le pole emploi ;1;1;1;0;0;1;0;['caf', 'pai', 'compl', 'salair', 'avert', 'caf', 'mentionnent', 'renvoient', 'recus', 'figur', 'repons', 'caf', 'appar', 'rebelott', 'stipul', 'docu', 'dernier', 'docu', 'main', 'propr', 'agent', 'guichet', 'docu', 'dedie', 'traite', 'alloc', 'log', 'rembours', 'declar', 'revenus', 'apl', 'divulgu', 'bancair', 'bailleur', 'percoit', 'pay', 'totalit', 'navr', 'patienc', 'caf', 'prouv'];caf pai compl salair avert caf mentionnent renvoient recus figur repons caf appar rebelott stipul docu dernier docu main propr agent guichet docu dedie traite alloc log rembours declar revenus apl divulgu bancair bailleur percoit pay totalit navr patienc caf prouv;3
efficacite de la conseillerereponse claire du service indemniteles applications pole emploi sont tres performantes ;1;1;0;1;1;1;0;['efficacit', 'conseillererepons', 'indemnitel', 'perform'];efficacit conseillererepons indemnitel perform;-1
a ce jour je n ai toujours pas recu la prime de noel de la part de pole emploi alors que je suis eligible  en effet je touche l ass  pole emploi quand on arrive a les contacter demande a chaque fois un nouveau justificatif alors que cette prime est sensee etre versee automatiquement    il demande un justificatif de la caf  celle ci reponds que ce document n existe pas  c est un combat administratif inconcevable et perdu d avance tellement personne ne repond la meme chose  or j ai enormement besoin de cette prime en ce moment tout simplement pour pouvoir survivre   il n y a rien de positif dans mon histoire  je suis a bout ;0;1;0;1;0;0;0;['noel', 'eligibl', 'ass', 'contact', 'justif', 'sense', 'verse', 'justif', 'caf', 'docu', 'combat', 'administr', 'inconcev', 'survivr', 'histoir'];noel eligibl ass contact justif sense verse justif caf docu combat administr inconcev survivr histoir;3
