Description;accueil;Description_2;Description_3;clusters
tres bon accueil et une conseillere mme guirand  a l ecoute  disponible  efficace et d une aide tres precieuse  un grand merci a elle  ;1;['mme', 'guirand', 'precieux'];mme guirand precieux;1
accueil parfait ce jeudi 4 mai  un monsieur tres patient entre autre personne  aide a scanner   durant 1h30 bonne ambiance et empathie  locaux tres agreable et propre   personnel tres poli et accueillant   merci a eux;1;['parf', 'jeud', 'patient', 'person', '1h30', 'ambianc', 'empath', 'propr', 'personnel'];parf jeud patient person 1h30 ambianc empath propr personnel;1
je le suis inscrit debut juillet et depuis debut aout j ai bien ete pris en charge  super agence pour les ceux qui rentrent dans le monde du travil;1;['inscrit', 'juillet', 'agenc', 'rentrent', 'travil'];inscrit juillet agenc rentrent travil;1
conseillers a l ecoute et investis;1;['invest'];invest;-1
conseillers et personnel tres pro  je tiens a le souligner  ayant eu plusieurs fois des soucis lors d inscriptions ces derniers ont toujours ete tres gentils  il faudrait plus de gens comme vous     surtout au 39 49 ou la par contre le service laisse clairement a desirer ;1;['personnel', 'pro', 'soulign', 'souc', 'derni', 'gentil', '39', '49', 'servic', 'desir'];personnel pro soulign souc derni gentil 39 49 servic desir;1
equipe tres pro avec acceuil agreable;1;['equip', 'pro', 'acceuil'];equip pro acceuil;-1
tres bon accueil   une bonne organisation et un personnel devoue;1;['personnel', 'devou'];personnel devou;-1
ils te font louper des heures de travail pour se rendre a une formation  arrivee la bas  formation annulee     ils ne m en n ont pas informe alors que la secretaire me dit qu ils le savaient  depuis une semaine     et ils en profitent pour te desinscrire a la moindre occasion     bref     ce n est pas la premiere fois   ;1;['loup', 'format', 'arrive', 'format', 'annule', 'secretair', 'sav', 'profitent', 'desinscrir', 'occas'];loup format arrive format annule secretair sav profitent desinscrir occas;-1
tres bonne agence personnel professionnel et efficace  toujours a l ecoute de vos soucis   un grand merci a madame df et madame v pour leurs efficacites et leurs professionalisme dans ces moments difficiles  vittorio chattenot;1;['agenc', 'personnel', 'souc', 'df', 'v', 'efficacit', 'professional', 'moment', 'difficil', 'vittorio', 'chattenot'];agenc personnel souc df v efficacit professional moment difficil vittorio chattenot;1
bonne experience  bien conseillee et bonne accueil;1;['conseille'];conseille;1
cassandra ryckebusch merite vraiment le poste de conseillere elle est adorable serviable elle merite note 10 10;1;['cassandr', 'ryckebusch', 'merit', 'ador', 'serviabl', 'merit'];cassandr ryckebusch merit ador serviabl merit;1
tres bonne accueil  pour mon fils et un tres bon soutiens pour sont l inscription;1;['fil', 'soutien'];fil soutien;-1
special post pour ma superbe conseillere   mme roublique   merci pour votre dynamisme  votre accompagnement   votre patience   tout le monde devrai vous avoir comme conseillere   merci pour toute votre bienveillance a mon egard  ;1;['special', 'superb', 'mme', 'roubliqu', 'dynam', 'patienc', 'egard'];special superb mme roubliqu dynam patienc egard;1
tres bon accueil conseillere rarissime  donne de tres bon conseils  est tres a l ecoute  donne aussi de bonnes astuces de recherche  son professionnalisme est tres rare bravo a l agence d herblay qui a une perle heureuse d avoir madame stervinou pour mon dossier;1;['rarissim', 'astuc', 'professionnal', 'rar', 'agenc', 'herblay', 'perl', 'stervinou', 'dossi'];rarissim astuc professionnal rar agenc herblay perl stervinou dossi;-1
je le suis presenter aujourd hui vers 11h00  c est vraiment malheureux aucun accueil professionnel  la personne derriere son bureau d accueil m a envoye balader en une phrase aller voir l agent a cote et puis l autre aussi d un simple geste de sa main pour me connecter a un micro debrouiller vous aucune assistances ou conseil ni meme ecoutes  ils meritent un licenciement  ne merite pas le poste de travail qu ils occupent  zero etoiles;1;['11h00', 'person', 'derrier', 'bureau', 'balad', 'phras', 'agent', 'gest', 'main', 'connect', 'micro', 'debrouill', 'meritent', 'licenci', 'merit', 'occupent'];11h00 person derrier bureau balad phras agent gest main connect micro debrouill meritent licenci merit occupent;1
rendez vous a 9h pris en charges a 9h40 ca ne choque personne il n y a rien qui va;1;['9h', 'charg', '9h40', 'choqu', 'person'];9h charg 9h40 choqu person;0
conseiller absent personne pour honore mon rdv qui c est finalement derouler a l accueil       tout en etant juger sur ma situation  rien ne va dans le structure  je suis vraiment decu et tres enever de m avoir fait perdre plus d une heure   ;1;['absent', 'person', 'honor', 'rdv', 'deroul', 'jug', 'structur', 'enev'];absent person honor rdv deroul jug structur enev;0
tres bien accueilli et la dame de l accueil m a aide pour imprimer tout mes documents qu il fallait pour pouvoir les deposer dans leur boite aux lettres ;1;['docu'];docu;1
5 etoiles juste pour la rapidite  l efficacite  le serieux  l ecoute et l amabilitee ainsi que pour la continuitee de mon gros projet professionnel superieur et de son appui avec toute la reactivitee souhaitee de conseiller julien postel continuer pole emploi manque de beaucoup de personnes aussi consciencieuse malgre ma difficultee d assiduitee telephonique cordialement mr marteau desbrugeres ;1;['rapidit', 'efficacit', 'amabilite', 'continuite', 'superieur', 'appui', 'reactivite', 'souhaite', 'julien', 'postel', 'person', 'conscienci', 'difficulte', 'assiduite', 'mr', 'marteau', 'desbruger'];rapidit efficacit amabilite continuite superieur appui reactivite souhaite julien postel person conscienci difficulte assiduite mr marteau desbruger;-1
recu par une personne tres aimable  competente et a tout fais pour m  aider  merci madame ;1;['person', 'aimabl', 'competent'];person aimabl competent;-1
j ai ete recu et aide par 2 jeunes femmes ce matin  vraiment tres tres agreables et aimables  patientes et droles malgre les quelques soucis techniques rencontres  oui les demarches peuvent prendre du temps mais elles sont la pour nous aider non pas pour en prendre plein la gu      merci encore a elles si elles voient cet avis ;1;['jeun', 'femm', 'aimabl', 'patient', 'drol', 'souc', 'techniqu', 'demarch', 'gu', 'voient'];jeun femm aimabl patient drol souc techniqu demarch gu voient;1
tres bon accueil  ecoute et bienveillance  le conseiller a pris le temps de me renseigner et de trouver une solution a mon probleme  merci de tout cur ;1;['cur'];cur;1
aucune organisation  laisse passer n importe qui alors que les gens font la queue  vraiment un service deplorable  ;1;['queu', 'servic', 'deplor'];queu servic deplor;1
good working condition;1;['good', 'working', 'condit'];good working condit;1
vous ne meritez meme pas 1 etoile vous etes pas reactif aux mails aux demandes c est scandaleux      puis quand on se deplace a l accueil ils ne savent rien dire mis a part contacter votre conseiller par mail   eh oh il faut reagir la        ;1;['merit', 'reactif', 'scandal', 'savent', 'contact', 'eh', 'oh', 'reag'];merit reactif scandal savent contact eh oh reag;-1
si vous avez des explications confidentielle a dire c est loupe    on vous recoit au beau milieu de la piece entoure de personnes  attendant elle aussi leurs tours plutot que de vous recevoir dans un bureau quand au service3949 ils sont incompetents et ne savent pas comment repondre a vos questions  pour ma part on m a souhaite bon courage pour ma reinscription  cela veut tout dire    ;1;['confidentiel', 'loup', 'recoit', 'milieu', 'entour', 'person', 'attend', 'tour', 'bureau', 'service3949', 'incompetent', 'savent', 'courag', 'reinscript'];confidentiel loup recoit milieu entour person attend tour bureau service3949 incompetent savent courag reinscript;1
accueil excellent;1;['excellent'];excellent;-1
tres sympa  personnel investi et a l ecoute     merci a tous;1;['personnel', 'invest'];personnel invest;-1
nouvelle arrivee  la conseillere avec qui j ai eu rdv pour mon inscription est tres sympathique et m a bien aide conseille en revanche ma note n ira pas plus haut qu une etoile car la femme a l accueil est tout simplement inhumaine  je suis arrivee 10 min en retard car deja c est tres difficile a trouver le gps vous amene devant villa verde hors c est derriere  et c est pas leur mini pancarte qui vous aide a trouver  cette femme blonde agee a l accueil m a parle avec du mepris comme j en ai jamais recu  elle vous lance des regards noirs et vous parle tres mal  le respect et la courtoisie va dans les deux sens   il faut sourire madame vous n etes pas un monstre ou bien changez de metier si vous etes frustree  ;1;['arrive', 'rdv', 'sympath', 'revanch', 'ira', 'haut', 'femm', 'inhumain', 'arrive', 'min', 'retard', 'gp', 'amen', 'verd', 'hor', 'derrier', 'min', 'pancart', 'femm', 'blond', 'mepr', 'lanc', 'regard', 'noir', 'respect', 'courtois', 'sourir', 'monstr', 'chang', 'frustre'];arrive rdv sympath revanch ira haut femm inhumain arrive min retard gp amen verd hor derrier min pancart femm blond mepr lanc regard noir respect courtois sourir monstr chang frustre;0
inscrite depuis peu  je tiens a souligner le tres bon accueil et suivi de la part de cette agence qui sait nous guider et nous conseiller des que nous avons besoin  je remercie particulierement madame chapelle  madame legrand  des conseilleres tres sympathiques et plus que professionnelles  un grand merci egalement a madame mahieux pour sa grande reactivite  ;1;['inscrit', 'soulign', 'agenc', 'guid', 'chapel', 'legrand', 'sympath', 'mahieux', 'reactivit'];inscrit soulign agenc guid chapel legrand sympath mahieux reactivit;-1
la conseillere mme delaunay est vraiment insupportable  j ai endure un rdv avec elle pendant 30 min j avais l impression de passer devant un juge  elle jugeait toute ma vie  et pourquoi j ai un enfant  et pourquoi je suis enceinte  et pourquoi mon mari ne paye pas plus les factures  et pourquoi ci et ca  eeeh c est bon quoi   c est une conseillere pole emploi  pas une conseillere conjugale en plus elle eleve la voix des l instant ou on est pas d accord avec elle  pire pole emploi vraiment;1;['mme', 'delaunay', 'insupport', 'endur', 'rdv', 'min', 'impress', 'jug', 'jug', 'enceint', 'pay', 'eeeh', 'conjugal', 'elev', 'voix', 'instant', 'accord'];mme delaunay insupport endur rdv min impress jug jug enceint pay eeeh conjugal elev voix instant accord;0
je me rend ce jour pour un probleme de papier   je tombe sur une conseillere a l accueil qui se fou de ma demande j explique avoir besoin d aide pour remplir un document qui me permet d avoir mon restant du chomage mais elle me renvoie a leur ordinateur  je me prend une remarque car je ne suis pas au bon endroit alors qu elle ne sait pas non plus comment aller sur google  le comble   au final je n es eu aucune aide elle etait trop occupee a manger sa banane   c est vraiment inadmissible on parle clairement devant un mur   ca donne envie de creer son entreprise  ;1;['fou', 'docu', 'rest', 'chomag', 'renvoi', 'remarqu', 'endroit', 'googl', 'combl', 'occupe', 'mang', 'banan', 'inadmissibl', 'mur'];fou docu rest chomag renvoi remarqu endroit googl combl occupe mang banan inadmissibl mur;0
y madam kerjean elle est gentille et m a accompagne dans toutes les   etapes de ma recherche de travail merci pour tout      et merci a pole emploi;1;['madam', 'kerjean', 'gentill', 'etap'];madam kerjean gentill etap;1
tres bon conseiller mme chabba a su m ecouter et comprendre mon projet d installation elle est tres reactif;1;['mme', 'chabb', 'install', 'reactif'];mme chabb install reactif;-1
je suis aller pour un meeting  pour personnes avec une reconnaissance d handicap tres mauvaise organisation juste present un organisme pour le numerique un pour les formations et l autre pour geiq  qui eux etait tres acceillant ;1;['meeting', 'person', 'reconnaiss', 'handicap', 'numer', 'format', 'geiq', 'acceil'];meeting person reconnaiss handicap numer format geiq acceil;-1
tres bien recue et orientee  conseilleres tres agreables ;1;['oriente'];oriente;1
accueil chaleureux  locaux lumineux et espaces  tres agreables ;1;['chaleur', 'lumin', 'espac'];chaleur lumin espac;-1
je met 5 etoiles pour une dame prenomme carole blonde souriante a l ecoute tres agreable si tous les conseillers pouvaient etre comme elle pole emploi serait mieux vus;1;['prenomm', 'carol', 'blond', 'souri', 'vus'];prenomm carol blond souri vus;-1
j ai souvent eu des problemes av ce pole emploi  indemnisation versee sur 1 compte different de mon rib  desinformation concernant la formation pro  radiation injustifiee et surtout manque de suivi  on m a encore change de conseiller sans m avertir  pire encore  le service telephonique est injoignable malgre un temps d attente annonce  plus d 1h au tel pour avoir personne  en cette periode difficile  vous faites preuve d indifference et vous faites preuve d aucune empathie  ca me fait bien rire de voir le commentaire 5 etoiles de mon ancien conseiller erwan   les seuls avis positifs viennent de personnes qui travaillent a pole emploi  quelle arnaque  ;1;['av', 'indemnis', 'verse', 'compt', 'rib', 'desinform', 'format', 'pro', 'injustifie', 'avert', 'servic', 'injoign', '1h', 'tel', 'person', 'indifferent', 'empath', 'rir', 'commentair', 'erwan', 'seul', 'viennent', 'person', 'travaillent', 'arnaqu'];av indemnis verse compt rib desinform format pro injustifie avert servic injoign 1h tel person indifferent empath rir commentair erwan seul viennent person travaillent arnaqu;-1
