Description;telephone;Description_2;Description_3;clusters
les dossiers d allocation ne sont jamais traites   j avais deposer un dossier d allocation depuis 2019 jusqu a maintenant sans reponse meme avec plusieurs relance  meme quand je contacte ma soi disant conseillere que j ai jamais vue  qui repond pratiquement jamais a mes messages  quand elle repond c est pour me dire  je reviens vers vous des que j aurais une reponse   des reclamations qui prennent 1 mois voire plus pour etre prise en compte  c est affiche que les reclamations sont traiter en 24h normalement    et quand c est pris en compte c est pour me  dire nous avons bien recu votre reclamation   a force de reclamer  ils ont decide de me radier des demandeurs d emploi   j ai aussi contacte le soi disant mediateur 2 fois sans reponse de sa part  a quoi ca sert  ;1;['dossi', 'alloc', 'dossi', 'alloc', '2019', 'repons', 'contact', 'soi', 'pratiqu', 'revien', 'repons', 'reclam', 'prennent', 'compt', 'reclam', '24h', 'compt', 'reclam', 'reclam', 'radi', 'contact', 'soi', 'mediateur', 'repons'];dossi alloc dossi alloc 2019 repons contact soi pratiqu revien repons reclam prennent compt reclam 24h compt reclam reclam radi contact soi mediateur repons;-1
l agence de pole emploi de savigny le temple ne fait aucun effort pour traiter les demandes des allocataires  ils reprennent les memes reponses expeditives et courtes aux diverses reclamations pour des motifs differents  leurs conseillers sont desagreables et agressifs au telephone et ne se gene pas a nous raccrocher au nez  meme en saisissant la mediation regionale et nationale mes questions restent sans reponses  ce qui est plus grave meme en apportant des justificatifs pour contester des retenues et des debits excessifs et des erreurs de calculs de nos droits  aucun agent que ca soit au niveau de l agence directeur y compris ou au niveau de la mediation ne prend ses responsabilites pour corriger les erreurs constatees  2 ans de chomage sans aucun accompagnement ni conseil  ;1;['agenc', 'savigny', 'templ', 'effort', 'allocatair', 'reprennent', 'repons', 'expedit', 'court', 'divers', 'reclam', 'motif', 'agress', 'raccroch', 'nez', 'mediat', 'regional', 'national', 'restent', 'repons', 'grav', 'apport', 'justif', 'contest', 'retenu', 'debit', 'excess', 'agent', 'agenc', 'directeur', 'compr', 'mediat', 'responsabilit', 'constate', 'chomag'];agenc savigny templ effort allocatair reprennent repons expedit court divers reclam motif agress raccroch nez mediat regional national restent repons grav apport justif contest retenu debit excess agent agenc directeur compr mediat responsabilit constate chomag;1
je suis alle dans une agence de pole emploi pour me reinscrire a pole emploi  la bas je me suis dirige vers la personne de l accueil je lui ai demande de m aider pour me reinscrire tout suite elle m a dit  va chercher un ordinateur  debrouillez vous   je suis reste plus de 1h sur cet ordinateur  je n arrive pas a m inscrire je suis retourne vers la personne de l accueil en vain   la meme reponse au que je devrais appeler le 3949  la bas ils vont t aider a te reinscrire  j appelle et je tombe sur une personne pas gentille pas agreable dans sa facon de me parler  j ai un accent espagnol  elle n etait pas contente  elle m a parle de mon accent et m a dit que ce n etait pas tres agreable de l entendre dans ses oreilles  j ai appris le francais tout seul  je parle  j ecris  je lis    et pour cette personne mon accent n est pas tres agreable ;1;['agenc', 'reinscrir', 'dirig', 'person', 'reinscrir', 'debrouill', '1h', 'person', 'vain', 'repons', '3949', 'reinscrir', 'person', 'gentill', 'accent', 'espagnol', 'content', 'accent', 'entendr', 'oreil', 'appris', 'ecris', 'lis', 'person', 'accent'];agenc reinscrir dirig person reinscrir debrouill 1h person vain repons 3949 reinscrir person gentill accent espagnol content accent entendr oreil appris ecris lis person accent;1
bonjour  j ai recu un courrier de pole emploi paris pour m informer de mon inscription et du versement d indemnites  une dizaine de pages de courrier   probleme    je n ai jamais rien demande  j ai du contacter le 3949 car on ne pouvait pas m aider par e mail  j aurais pu toucher des indemnites sans y avoir droit et surtout cela represente des demarches et des papiers inutiles pour vous comme pour moi ;1;['courri', 'paris', 'indemnit', 'dizain', 'courri', 'contact', '3949', 'e', 'indemnit', 'represent', 'demarch'];courri paris indemnit dizain courri contact 3949 e indemnit represent demarch;-1
bonjour  premierement on m a radie sans raison valable alors que je suis handicape  lorsque j ai appele le service de controle la dame a ete odieuse avec moi et a coupe l appel  inadmissible d employer des personnes de mauvaise foi ;1;['premier', 'valabl', 'handicap', 'servic', 'odieux', 'coup', 'inadmissibl', 'person', 'foi'];premier valabl handicap servic odieux coup inadmissibl person foi;1
depuis 3 ans  j ai effectue plusieurs petits cdd et perdu des particuliers employeurs anecdotiques  sans m en soucier avant que je ne perde  grace a la crise sanitaire  4 de mes employeurs d un coup  ce qui m a amene a m inscrire a pole emploi  lequel me refuse l inscription  car je n ai pas obtenu certaines attestations employeurs tres anciennes  or ces particuliers sont parfois tres ages  ne connaissent pas la loi  voire sont decedes    rien n y fait  silence total a mes protestations pourtant officielles  aucune reaction quand je propose que mes anciens cdd ou emplois perdus soient consideres comme des demissions  donc en ma defaveur    et pole emploi exige aussi mes contrats de travail actuels  alors que la loi n impose pas formellement de contrat ecrit ni surtout ces documents pour une inscription au chomage  c est le royaume d ubu ayant avale kafka  actualisation mensuelle infernale qd le site fonctionne  faudra t il que je ne travaille plus avec ceux qui n utilisent pas le web ;1;['cdd', 'employeur', 'anecdot', 'souci', 'perd', 'cris', 'sanitair', 'employeur', 'amen', 'lequel', 'obtenu', 'attest', 'employeur', 'connaissent', 'deced', 'silenc', 'protest', 'officiel', 'reaction', 'cdd', 'perdus', 'dem', 'defaveur', 'contrat', 'actuel', 'impos', 'formel', 'contrat', 'docu', 'chomag', 'royaum', 'ubu', 'aval', 'kafk', 'infernal', 'qd', 'utilisent', 'web'];cdd employeur anecdot souci perd cris sanitair employeur amen lequel obtenu attest employeur connaissent deced silenc protest officiel reaction cdd perdus dem defaveur contrat actuel impos formel contrat docu chomag royaum ubu aval kafk infernal qd utilisent web;2
quand votre enfant de 18 ans n est plus couvert par votre mutuelle qui exige une attestation pole emploi  l inscription se valide par un rendez vous physique que ma fille ne peut pas honorer etant sans permis  je suis disponible les mercredis et les vacances scolaires mais bien entendu aucune date dans ces creneaux   idem pour le permis  pas d aide puisque pas d inscription a pole emploi  ne peuvent ils pas faire l effort de l inscrire par rendez vous telephonique sachant qu elle ne peut se rendre sur place et ne pourra pas travailler tant qu elle n a pas le permis   c est grotesque et ils nous mettent dans la mouise ;1;['18', 'couvert', 'mutuel', 'attest', 'fill', 'honor', 'mercred', 'vacanc', 'scolair', 'entendu', 'creneau', 'idem', 'effort', 'grotesqu', 'mettent', 'mouis'];18 couvert mutuel attest fill honor mercred vacanc scolair entendu creneau idem effort grotesqu mettent mouis;1
un message en ligne  https   candidat pole emploi fr reclamations tableaudebord  me dit d appeler le 0970820102 et a ce meme numero on me renvoit au site en ligne  https   candidat pole emploi fr  ;1;['http', 'reclam', 'tableaudebord', '0970820102', 'renvoit', 'http'];http reclam tableaudebord 0970820102 renvoit http;-1
deux recruteurs refusent de mettre a jour en ligne  https   emplois inclusion beta gouv fr   leur reponse communiquee seulement par telephone ou courrier electronique  toutes mes candidatures a ces deux memes recruteurs restent en  en attente de reponse depuis plus de trois semaines   c est navrant  desolant ;1;['recruteur', 'refusent', 'http', 'inclus', 'bet', 'gouv', 'repons', 'communique', 'courri', 'electron', 'recruteur', 'restent', 'repons', 'navr', 'desol'];recruteur refusent http inclus bet gouv repons communique courri electron recruteur restent repons navr desol;-1
nous avons creee notre restaurant en couple  nous avons monte le projet dans le rhone mais nous avons ouvert notre restaurant en saone et loire  nous avons utilise l accre versee mensuellement et avons demenage dans ce meme departement  catastrophe  pendant 2 mois  nous n avons percu rien percu   dossier perdu  non transmis  a recommencer  pas les memes documents d une region a l autre  c etait en 2018  on est encore traumatise  chaque semaine a toquer a pole emploi sans reponse  j ai fini par suivre les conseils d un conseiller pole emploi au 3949  qui ne pouvait rien faire car le dossier n etait pas scanne       aller a l agence et pleurer    bonne nouvelle  cela a marche  mais  je pense qu on peut faire mieux et rendre tout ca automatique au niveau national   ;1;['cree', 'restaur', 'coupl', 'rhon', 'ouvert', 'restaur', 'saon', 'loir', 'accre', 'verse', 'demenag', 'dossi', 'recommenc', 'docu', 'region', '2018', 'traumatis', 'toqu', 'repons', '3949', 'dossi', 'agenc', 'pleur', 'national'];cree restaur coupl rhon ouvert restaur saon loir accre verse demenag dossi recommenc docu region 2018 traumatis toqu repons 3949 dossi agenc pleur national;-1
bonjour  le particulier employeur debutant n est pas du tout aide dans ses demarches   j ai recu un mail de pole emploi me confirmant que l attestation que j ai completee et envoyee a pole emploi  les 2 actions se faisant simultanement  leur est bien arrivee  pourtant  lorsque je retourne sur le site pole emploi il y a 3 jours  en vue de modifier cette attestation  je lis  a l ecran   vous avez 2 attestations a finaliser  surprise   j appelle pole emploi pour avoir des explications  la dame  tres aimable  me dit    appelez le 3995  c est leur role de vous aider   la  la dame m a dit  repete et re repete    vous devez finaliser votre attestation  j ai beau lui repeter que j ai recu un mail de pole emploi disant que celle ci est finalisee et que je veux la modifier  elle me repond inlassablement    finalisez votre attestation   et ce  sur un ton de plus en plus autoritaire  je n ai toujours pas de solution  cette dame refuse aussi de me donner son nom  pourtant elle m a demande le mien ;1;['employeur', 'debut', 'demarch', 'confirm', 'attest', 'complete', 'envoye', 'simultan', 'arrive', 'attest', 'lis', 'ecran', 'attest', 'aimabl', '3995', 'rol', 'repet', 're', 'repet', 'attest', 'repet', 'finalise', 'inlass', 'attest', 'autoritair', 'mien'];employeur debut demarch confirm attest complete envoye simultan arrive attest lis ecran attest aimabl 3995 rol repet re repet attest repet finalise inlass attest autoritair mien;2
lors de mon inscription a pole emploi en tant qu expatrie je devais fournir plus d elements   les demandes de justificatifs sont compliques notamment   salaires   attestions  etc  bref vous ne pouvez transmettre que la piece demandee et pas plus  sinon c est refuse et faire une demande par le site pour un envoi complementaire systeme bloque ou bien l envoyer dans une ligne qui ne correspond pas   une fois envoyees  le systeme vous repond que vos pieces sont rejetees sans justifications donc on ne sait pas pourquoi   mais en meme temps vous recevez par courrier la demande de justificatifs du debut que vous avez deja envoyees et aussi deja rejetees  donc que faire    on essaye de contacter l agence dont depend votre dossier   mais la aussi impossible car pour avoir une personne referante il faut que votre dossier soit valide et accepte suite a vos justificatifs et seulement la vous aurez une personne contact qui vous sera attribue  donc impossible d avoir une personne de l agence ;1;['expatr', 'element', 'justif', 'salair', 'attest', 'demande', 'complementair', 'system', 'envoye', 'system', 'rejete', 'justif', 'recev', 'courri', 'justif', 'envoye', 'rejete', 'contact', 'agenc', 'depend', 'dossi', 'person', 'refer', 'dossi', 'justif', 'person', 'contact', 'attribu', 'person', 'agenc'];expatr element justif salair attest demande complementair system envoye system rejete justif recev courri justif envoye rejete contact agenc depend dossi person refer dossi justif person contact attribu person agenc;-1
pole emploi de st jean de braye ne veulent pas me donner de rdv car ils sont incapable de m oriente vers une structure approprie;1;['st', 'jean', 'bray', 'veulent', 'rdv', 'orient', 'structur', 'appropr'];st jean bray veulent rdv orient structur appropr;0
