Description;telephone;Description_2;Description_3;clusters
3 eme rendez vous annule pour la 3eme fois depuis mars   conseillere tjrs abscente sans explications  reponse de pole emploi   on ne peut pas joindre l agence en direct   quand on s y deplace impossible de voir quelqu un il faut prendre rendez vous   mais quand on arrive 8 conseillers sont la a attendre sans rien faire tasse de cafe a la main et se regarde quelques minutes pour savoir qui va me consacrer 3 secondes pour caler un autre rendez vous sur l ordi   je suis choquee par le manque de professionnalisme et de compassion de ces personnes   si vous etes a temps partiel  impossible d avoir un suivi constructif et les renseignements necessaires a sa recherche d emploi   n y a t il pas des superieurs hierarchiques dans cette agence   toute mon energie gaspillee pour une demande pourtant si basique   un rendez vous    zero etoile mais on ne note pas un service public qui n en est pas un   ;1;['eme', '3em', 'tjr', 'abscent', 'repons', 'agenc', 'tass', 'caf', 'main', 'regard', 'consacr', 'second', 'cal', 'ordi', 'choque', 'professionnal', 'compass', 'person', 'construct', 'superieur', 'hierarch', 'agenc', 'energ', 'gaspille', 'basiqu', 'servic'];eme 3em tjr abscent repons agenc tass caf main regard consacr second cal ordi choque professionnal compass person construct superieur hierarch agenc energ gaspille basiqu servic;1
jamais de reponse     j ai essaye de les contacter par mail  par telephone  message vocaux  jamais de reponse  c est honteux ;1;['repons', 'contact', 'vocal', 'repons'];repons contact vocal repons;0
demandeur d emploi depuis peu  je n ai tjrs pas ete indemnisee pour le mois d avril alors que nous sommes le 10 04 23  aucune reponse aux mails envoyes et au telephone personne ne peux me dire quel est la raison de cette situation  bref vous pouvez crever la gueulle ouverte  tout le monde s en tape ;1;['tjr', 'indemnise', '04', '23', 'repons', 'person', 'crev', 'gueull', 'ouvert', 'tap'];tjr indemnise 04 23 repons person crev gueull ouvert tap;1
je ne vais parler de l agence en elle meme car j effectue mes demarches via le 3949 qui jusqu ici avait toujours etait irreprochable en terme d accueil  d ecoute et d informations  je vais etre totalement factuelle  j appelle suite a un courrier recu que je conteste  le conseiller qui me prend en ligne  deja meme pas un bonjour  il n ecoute pas ce que je lui dis et de facon agressive me dit  mais c est quoi votre question   je lui explique qu il n y a pas de questions mais une incomprehension sur les informations qu ils ont et que j avais indiquees  il m indique d envoyer un email et qu on me repondra dans 2 semaines et il raccroche dans ma figure sans au revoir  ou autre  je trouve cela vrt deplorable  si ce monsieur est agace par les demandeurs d emploi  qu il change de metier;1;['agenc', 'demarch', '3949', 'irreproch', 'factuel', 'courri', 'contest', 'agress', 'incomprehens', 'indique', 'raccroch', 'figur', 'revoir', 'vrt', 'deplor', 'agac'];agenc demarch 3949 irreproch factuel courri contest agress incomprehens indique raccroch figur revoir vrt deplor agac;1
ne repond pas au telephone;1;[];;2
je remercie l equipe de cette agence pole emploi pour sa disponibilite et sa reactivite   n hesitez pas a les contacter par telephone  meme si l attente est de 15 minutes  ou a vous deplacer car il ya trop de delais pour le traitement des emails   de plus  l espace personnel en ligne est dysfonctionnel et peut rapidemment decourager a faire valoir ses droits ;1;['equip', 'agenc', 'disponibilit', 'reactivit', 'hesit', 'contact', 'ya', 'personnel', 'dysfonctionnel', 'rapident', 'decourag', 'valoir'];equip agenc disponibilit reactivit hesit contact ya personnel dysfonctionnel rapident decourag valoir;-1
toutes les personnes que j ai au telephone sont systematiquement tres agreables  souriantes et surtout tres professionnelles ;1;['person', 'souri'];person souri;-1
interlocuteurs tres desagreables au telephone  ils manquent beaucoup de respect;1;['interlocuteur', 'manquent', 'respect'];interlocuteur manquent respect;2
mon fils devait etre rappele pour un entretien telephonique de bilan de competence le 4 10  il attend toujours    merci pour ce lapin    depuis il essaie de fixer une nouvelle date par mail ou telephone sans succes ;1;['fil', 'competent', 'attend', 'lapin', 'fix', 'succ'];fil competent attend lapin fix succ;-1
aucune amabilite  absence d ecoute  pertes des pieces justificatives malgre l outil informatique  agence quasi injoignable par telephone  et radiation systematique si les pieces qui ont deja ete transmises en ligne sont a nouveau reclamees et que le non respect du delai impose n est pas respecte pour la remise des documents manquants ;1;['amabilit', 'absenc', 'justif', 'agenc', 'quas', 'injoign', 'reclame', 'respect', 'impos', 'respect', 'remis', 'docu'];amabilit absenc justif agenc quas injoign reclame respect impos respect remis docu;2
impossible de les joindre pour annuler un rendez vous car renvoyee vers un autre numero  impossible sur le site et seulement acces a un numero surtaxe avec un robot qui ne comprend pas la situation a laquelle je suis  confrontee    j ai fini en crise d angoisse  merci pole emploi ;1;['renvoye', 'surtax', 'robot', 'confronte', 'cris'];renvoye surtax robot confronte cris;-1
bonjour mon  allocations est bloque on ne sais pourquoi  j appelle donc le 3949 conseillere telephonique execrable alors que je m informe juste de ma situation madame me dis qu elle ne peux rien faire que je n ai qu a contacter ma conseillere pars mail   qui repond une fois sur 3 chose que jai tenter de lui explique mais elle ne me laissais pas parler  elle me dis  de ne surtout pas les rappeler que ca ne sers a rien  je decide de rappeler et je tombe sur un jeune homme super sympa qui m a expliquer que ma situation serai regle d ici vendredi;1;['alloc', '3949', 'execr', 'contact', 'par', 'tent', 'ser', 'jeun', 'homm', 'vendred'];alloc 3949 execr contact par tent ser jeun homm vendred;0
200 appels aucune reponse;1;['200', 'repons'];200 repons;-1
mon contrat n ayant pas ete renouvele apres plusieurs annees et  j ai  eu bien du mal a obtenir de l administration employeuse les documents   sur les 3 dernieres annees   necessaires au calcul d indemnites qui se revelent a 40   du dernier salaire brut d un smic   c est la double peine non   a deux ans de prendre une retraite   a 67 ans  qui me semble meritee  cela ne va pas arranger les affaires n est ce pas   je mets 1 etoile parce que l on ne peut faire moins pour temoigner  pa moyen de joindre quelqu un  de prendre un rdv  tout le monde se defile et en plus les reponses passent par plusieurs canaux  ce qui embrouille le dossier  je suis triste et fatigue de tout ca et rien n est fait pour ameliorer ;1;['contrat', 'renouvel', 'administr', 'docu', 'dernier', 'indemnit', 'revelent', '40', 'salair', 'smic', 'doubl', 'retrait', '67', 'merite', 'arrang', 'affair', 'temoign', 'pa', 'rdv', 'defil', 'repons', 'passent', 'canal', 'embrouill', 'dossi', 'trist', 'fatigu'];contrat renouvel administr docu dernier indemnit revelent 40 salair smic doubl retrait 67 merite arrang affair temoign pa rdv defil repons passent canal embrouill dossi trist fatigu;1
bonjour je vous fait part de mon insatisfaction pour la gestion de mon dossier avec ma conseillere qui se reconnaitra   suite a un manque de respect en me coupant la parole a plusieurs reprises  sans me laisser le temps de lui expliquer ma situation et aussi de mettre fin a notre appel avec un ton meprisant  je trouve son comportement deplace et non professionnel   je ne suis pas satisfait et je souhaite donc changer de conseiller au sein de votre agence pole emploi   dans le cas contraire  je serai oblige de faire un rapport au mediateur du pole emploi de la region   je souhaite avoir un accompagnement correct avec un conseiller ou conseillere qui fasse son travail correctement et qui prenne le temps d ecouter son interlocuteur   bien a vous   un demandeur d emploi  ;1;['insatisfact', 'gestion', 'dossi', 'reconnaitr', 'respect', 'coup', 'parol', 'mepris', 'satisf', 'sein', 'agenc', 'mediateur', 'region', 'fass', 'pren', 'interlocuteur'];insatisfact gestion dossi reconnaitr respect coup parol mepris satisf sein agenc mediateur region fass pren interlocuteur;1
je suis en attente d une reponse pour mon dossier depuis plus 3 semaines pour avoir mes indemnites   je n  i jamais profite du systeme   en agence on me dit de telephoner car   personne ne peut m aider      je suis scandalise cela fait une semaine que j appelle tous les jours personne ne repond   internet c est super mais rien ne suit   j en suis a mon 3 eme envoi de pieces justificatives  c est de l abus   se tourner vers internet sans arret cela a ses limites   on ne peut pas avoir le nom du directeur d agence pour faire avancer mon dossier  je suis venu dans cette region pour suivre ma femme qui a ete mute et je me retrouve dans une galere sans nom  je suis outre    non je ne felicite pas le service public    ;1;['repons', 'dossi', 'indemnit', 'i', 'profit', 'system', 'agenc', 'person', 'scandalis', 'person', 'internet', 'suit', 'eme', 'justif', 'abus', 'internet', 'directeur', 'agenc', 'dossi', 'venu', 'region', 'femm', 'mut', 'galer', 'outr', 'felicit', 'servic'];repons dossi indemnit i profit system agenc person scandalis person internet suit eme justif abus internet directeur agenc dossi venu region femm mut galer outr felicit servic;1
suite a un appel avec le 3949 a 9h00   je me suis fais bascule sur l agence de thonon  une dame  qui visiblement s est leve du mauvais pied a pris mon appel  entre le fait qu elle me coupait la parole sans arret  qu elle ne cherchait pas a comprendre ce que je lui disais et qu elle a oser me parle avec un ton condescendant  il faudrait revoir votre methode de recrutement des conseillers ;1;['3949', '9h00', 'bascul', 'agenc', 'thonon', 'visibl', 'lev', 'mauv', 'pied', 'coup', 'parol', 'cherch', 'oser', 'condescend', 'revoir'];3949 9h00 bascul agenc thonon visibl lev mauv pied coup parol cherch oser condescend revoir;1
plus de six mois pour traiter un dossier on demande des documents sans preciser ou on se les procurer  plus d un mois pour avoir des reponses aux papiers envoyes  deux semaines pour des reponses aux reclamations  aucune nouvelles face aux e mails envoyes aux conseillers  jamais de reponses a certaines questions ou alors tres vague  et encore quand on nous repond   les employes n ont pas l air eux memes de comprendre les questions  on te raccroche au nez au telephone  le pire pole emploi que j ai jamais vu    impossible d envoyer certains documents sur le site obliges de passer par la poste   si le delai est de un mois par internet mon dossier sera surement traite l annee prochaine    la situation des bosseurs on s en balance completement apparemment chez pole emploi tout le monde arrive a payer son loyer et a manger plus de deux semaines par mois  et faut pas etre trop bosseur et trop francais pour avoir des aides;1;['six', 'dossi', 'docu', 'procur', 'repons', 'repons', 'reclam', 'fac', 'e', 'repons', 'vagu', 'air', 'raccroch', 'nez', 'docu', 'internet', 'dossi', 'sur', 'bosseur', 'balanc', 'apparent', 'pai', 'mang', 'bosseur'];six dossi docu procur repons repons reclam fac e repons vagu air raccroch nez docu internet dossi sur bosseur balanc apparent pai mang bosseur;2
affreux  une conseillere vient litteralement de me raccrocher au nez quand je lui ai fait part du fait que je trouvais toutes les demarches a effectuer compliquees    ;1;['affreux', 'vient', 'litteral', 'raccroch', 'nez', 'demarch', 'complique'];affreux vient litteral raccroch nez demarch complique;2
service miserable   injoignable et incompetent  quand tu as affaire a eux  arme toi de patience  lache rien et offre toi un cours de kick pour exulter la frustration generee par l absurdite de ce service  un calvaire ;1;['servic', 'miser', 'injoign', 'incompetent', 'affair', 'arme', 'patienc', 'lach', 'offre', 'kick', 'exult', 'frustrat', 'genere', 'absurdit', 'servic', 'calvair'];servic miser injoign incompetent affair arme patienc lach offre kick exult frustrat genere absurdit servic calvair;2
a fuir     conseillere incompetence severe  apres 3 appels je retombe sur la meme    degoutee  elle m as mise plus bas que terre je n avais plus mes mots    ou sont les bons conseillers qui  savent vous repondre a vos questions gentiment    et en plus elle critique mon employeur  bref a fuir jolimont;1;['fuir', 'incompetent', 'sever', 'retomb', 'degoute', 'terr', 'savent', 'gent', 'critiqu', 'employeur', 'fuir', 'jolimont'];fuir incompetent sever retomb degoute terr savent gent critiqu employeur fuir jolimont;2
radie 2 mois parce que partie en vacances sans prevenir   g les courriers prouvant que j avais prevenu    preuves insuffisantes de recherche d  emploi et non reponse a un appel telephonique    c de pire en pire serieux;1;['vacanc', 'preven', 'g', 'courri', 'prouv', 'prevenu', 'preuv', 'insuffis', 'repons'];vacanc preven g courri prouv prevenu preuv insuffis repons;2
premiere fois que j experimente le fait de me faire cracher dessus a travers un telephone  on arrete pas le progres ;1;['experiment', 'crach', 'dessus', 'traver', 'progr'];experiment crach dessus traver progr;2
les personnes travaillant dans cet etablissement n ont absolument aucun respect pour les personnes  je me suis faite envoyee baladee au telephone  puis lors de mon premier rdv ont a voulu me des inscrire   pourquoi  je ne saurai jamais  premier rdv telephonique pendant la periode du confinement  ma conseillere me dit que mon metiers ne sert a rien  personnel condescendant  qui n aime pas les gens et encore moins les aider  a mon avis c est eux qui devrait changer de metier ;1;['person', 'etabl', 'respect', 'person', 'envoye', 'balade', 'rdv', 'saur', 'rdv', 'confin', 'personnel', 'condescend'];person etabl respect person envoye balade rdv saur rdv confin personnel condescend;1
belle note pour une agence super  porteur de projet professionnel  ma conseillere est tres impliquee dans la reussite de celui ci   beaucoup de stages prevu et beaucoup de bienveillance de sa part   je ne suis jamais aller sur place car je suis nouveau sur tournon mais l accompagnement au telephone est constant qui redonne des forces et le sourire face aux soucis administratifs ou plutot casse tete qu il apporte  merci a elle;1;['agenc', 'porteur', 'implique', 'reussit', 'prevu', 'tournon', 'const', 'redon', 'sourir', 'fac', 'souc', 'administr', 'cass', 'tet', 'apport'];agenc porteur implique reussit prevu tournon const redon sourir fac souc administr cass tet apport;1
inadmissible   je ne suis plus inscrite a pole emploi et n ai donc plus acces a mon profil candidat   il y a une semaine j ai fait une demande de documents en leur indiquant mon probleme  les documents ont ete envoye sur mon ancien profil  donc inaccessible    quand on est plus candidat on ne peut pas envoyer de mail  apres plusieurs tentatives par le meme formulaire  par une autre adresse email   ni par telephone car sans identifiant et mot de passe  on n a aucune chance d avoir quelqu un au telephone    je vais etre oblige de me deplacer a l agence alors que les horaires d ouverture sont les memes que celles de mon travail   donc pour resumer   je vais devoir prendre sur mon temps de travail pour recuperer une attestation que j aurais pu avoir par email ou par telephone si cela avait ete possible    c est une honte en bientot 2023 de ne pas avoir un contact facile avec eux sans etre candidat ;1;['inadmissibl', 'inscrit', 'profil', 'docu', 'docu', 'profil', 'inaccessibl', 'tentat', 'formulair', 'identifi', 'agenc', 'horair', 'ouvertur', 'cel', 'resum', 'recuper', 'attest', 'bientot', 'contact'];inadmissibl inscrit profil docu docu profil inaccessibl tentat formulair identifi agenc horair ouvertur cel resum recuper attest bientot contact;-1
personnel incompetant   4 jours pour avoir une reponse  apres plusieurs appels telephoniques de ma part    tout ca pour ce faire engueuler car on insiste pour avoir une reponse qui demande 2 min de communication  la cerise sur le gateau  les documents qui m avait demande n etait pas tous ce qu il fallait   du coup je dois renvoye tous les documents deja envoyes   les nouveaux documents reclames  cela va me faire perdre au moins 10 jours de traitement de ma demande a cause d un personnel incapable de faire sont travail  accueil telephonique deplorable   ils nous prennent de haut et on sent a l intonation de la voix que clairement  ils s en foutent royalement  mon dieu  administration francaise est un calvaire  mais la palme reviens a pole emploi   bien cordialement;1;['personnel', 'incompet', 'repons', 'engueul', 'insist', 'repons', 'min', 'ceris', 'gateau', 'docu', 'renvoy', 'docu', 'docu', 'reclam', 'personnel', 'deplor', 'prennent', 'haut', 'inton', 'voix', 'foutent', 'royal', 'dieu', 'administr', 'francais', 'calvair', 'palm', 'revien'];personnel incompet repons engueul insist repons min ceris gateau docu renvoy docu docu reclam personnel deplor prennent haut inton voix foutent royal dieu administr francais calvair palm revien;2
inadmissible   je ne suis plus inscrite a pole emploi et n ai donc plus acces a mon profil candidat   il y a une semaine j ai fait une demande de documents en leur indiquant mon probleme  les documents ont ete envoye sur mon ancien profil  donc inaccessible    quand on est plus candidat on ne peut pas envoyer de mail  apres plusieurs tentatives par le meme formulaire  par une autre adresse email   ni par telephone car sans identifiant et mot de passe  on n a aucune chance d avoir quelqu un au telephone    je vais etre oblige de me deplacer a l agence alors que les horaires d ouverture sont les memes que celles de mon travail   donc pour resumer   je vais devoir prendre sur mon temps de travail pour recuperer une attestation que j aurais pu avoir par email ou par telephone si cela avait ete possible    c est une honte en bientot 2023 de ne pas avoir un contact facile avec eux sans etre candidat ;1;['inadmissibl', 'inscrit', 'profil', 'docu', 'docu', 'profil', 'inaccessibl', 'tentat', 'formulair', 'identifi', 'agenc', 'horair', 'ouvertur', 'cel', 'resum', 'recuper', 'attest', 'bientot', 'contact'];inadmissibl inscrit profil docu docu profil inaccessibl tentat formulair identifi agenc horair ouvertur cel resum recuper attest bientot contact;-1
personnel incompetant   4 jours pour avoir une reponse  apres plusieurs appels telephoniques de ma part    tout ca pour ce faire engueuler car on insiste pour avoir une reponse qui demande 2 min de communication  la cerise sur le gateau  les documents qui m avait demande n etait pas tous ce qu il fallait   du coup je dois renvoye tous les documents deja envoyes   les nouveaux documents reclames  cela va me faire perdre au moins 10 jours de traitement de ma demande a cause d un personnel incapable de faire sont travail  accueil telephonique deplorable   ils nous prennent de haut et on sent a l intonation de la voix que clairement  ils s en foutent royalement  mon dieu  administration francaise est un calvaire  mais la palme reviens a pole emploi   bien cordialement;1;['personnel', 'incompet', 'repons', 'engueul', 'insist', 'repons', 'min', 'ceris', 'gateau', 'docu', 'renvoy', 'docu', 'docu', 'reclam', 'personnel', 'deplor', 'prennent', 'haut', 'inton', 'voix', 'foutent', 'royal', 'dieu', 'administr', 'francais', 'calvair', 'palm', 'revien'];personnel incompet repons engueul insist repons min ceris gateau docu renvoy docu docu reclam personnel deplor prennent haut inton voix foutent royal dieu administr francais calvair palm revien;2
boon;1;['boon'];boon;2
c est clairement la nana qui repond qui devrait consulter les offres d emploi  incompetente  mal polie  elle ne sait pas  renseigner  elle est blasee  raccrocher au nez au lieu d avoir la franchise de dire qu elle est gourde ;1;['nan', 'offre', 'incompetent', 'blase', 'raccroch', 'nez', 'franchis', 'gourd'];nan offre incompetent blase raccroch nez franchis gourd;2
ca ne merite meme pas une etoile  et pourtant d habitude j ai les etoiles faciles   trois mois que les documents sont refuses  alors on recommence    puis on nous change de conseiller    puis on refuse encore les documents    puis on nous repond des phrases bateau sans nous donner de solution    puis on nous dit  ok vous nous fournissez ca et ca et apres c est bon     mais en fait il manque encore un document    trois mois  je ne compte plus le nombre de conseillers qui ont dit  bah raccrochez et rappelez le 3949  un autre conseiller saura peut etre vous repondre      puis au bout du 5eme  ah le service est ferme  rappelez demain      que va t on manger ce mois ci   comment payer le loyer   c est fatiguant  revoltant  pourquoi des gens si peu competents sont embauches alors que des personnes qualifiees se retrouvent au chomage   n oubliez pas chers conseillers que nous ne sommes pas des numeros de dossiers mais bel et bien des etre humains ayant des besoins  manger  dormir au chaud     ;1;['merit', 'habitud', 'facil', 'docu', 'recomment', 'docu', 'phras', 'bateau', 'ok', 'docu', 'compt', 'bah', 'raccroch', '3949', 'saur', '5em', 'ah', 'servic', 'ferm', 'demain', 'mang', 'pai', 'fatigu', 'revolt', 'competent', 'person', 'qualifie', 'retrouvent', 'chomag', 'cher', 'numeros', 'dossi', 'besoin', 'mang', 'dorm', 'chaud'];merit habitud facil docu recomment docu phras bateau ok docu compt bah raccroch 3949 saur 5em ah servic ferm demain mang pai fatigu revolt competent person qualifie retrouvent chomag cher numeros dossi besoin mang dorm chaud;1
pole emploi ;1;[];;2
je suis toujours tombee sur les interlocuteurs competents et agreable  jeudi  suite a un probleme sur mon dossier et par consequent aucune indemnisations  je tombe sur une personne tres condescendante qui m agresse des le debut de la conversation  je garde mon calme un tres long moment car ce n est pas dans mes habitudes de m enerver  pui  lasse de me faire agresser  je hausse le ton  la personne au bout du fil ose me dire que je suis desagreable et qu elle va couper la conversation  je lui demande alors son nom et la  elle me raccroche au nez  depuis  plus de nouvelle et a chaque fois que j appelle l agence  je tombe sur la meme personne qui refuse de me passer ma conseillere  ce genre d attitude est scandaleuse  les demandeurs d emploi ne sont pas des mendiants  nous meritions un minimum de respect et il y aurai peut etre moins d agression physique dans les agences si les employes de pole emploi avaient du respect pour les gens ;1;['tombe', 'interlocuteur', 'competent', 'jeud', 'dossi', 'indemnis', 'person', 'condescend', 'agress', 'gard', 'calm', 'habitud', 'enerv', 'pui', 'agress', 'hauss', 'person', 'fil', 'ose', 'coup', 'raccroch', 'nez', 'agenc', 'person', 'attitud', 'scandal', 'mendi', 'merit', 'respect', 'agress', 'agenc', 'respect'];tombe interlocuteur competent jeud dossi indemnis person condescend agress gard calm habitud enerv pui agress hauss person fil ose coup raccroch nez agenc person attitud scandal mendi merit respect agress agenc respect;1
quel honte cette agence j ai jamais vue ca  j avais un rendez telephonique avec ma conseillere le 17 fevrier a 11h15 mais le probleme c est que j attend toujours son appelle  quelle surprise de voir ce matin un courrier de sanction pour rendez vous manque car elle m a toujours pas appelle cette quoi cette agence ;1;['agenc', '17', '11h15', 'attend', 'courri', 'sanction', 'agenc'];agenc 17 11h15 attend courri sanction agenc;0
mais numero de 3949 ca n est pas marche;1;['3949'];3949;-1
service injoignable comme toujours;1;['servic', 'injoign'];servic injoign;2
inutile   aucune comprehension et menace de radie pour 1 appel manque    ;1;[];;2
plutot pole non emploi  j ai appele pour des renseignements sur les stages et les alternances  mais les seuls reponsent que j obtiens    je ne sais pas    je n ai pas acces a ca   merci pour le coup de main ;1;['altern', 'seul', 'reponsent', 'obtien', 'main'];altern seul reponsent obtien main;2
je ne reponds pas  tu ne reponds pas  il elle ne repond pas  nous ne repondons pas  vous ne repondez pas  ils elles ne repondent pas merci pole emploi    ;1;['repondon', 'repondent'];repondon repondent;-1
lamentable  repondent systematiquement a cote de la plaque pour toutes les demandes ecrites   decrochent le telephone et mettent automatiquement en attente indefiniment sans meme dire un mot jusqu a ce qu on tombe sur un repondeur   ne traitent pas les dossiers  donc que font ils   a quoi sont ils payes   et quand est ce que pole emploi va reagir et embaucher des gens competents pour une fonction aussi importante  ;1;['repondent', 'plaqu', 'decrochent', 'mettent', 'indefin', 'repondeur', 'traitent', 'dossi', 'pay', 'reag', 'competent'];repondent plaqu decrochent mettent indefin repondeur traitent dossi pay reag competent;1
j ai eu une personne tres humaine et professionnelle au telephone  un grand merci  ;1;['person'];person;-1
un service totalement incompetent une personne d un centre de paris reponds au telephone me laisse en attente pendant 20 minutes sans meme savoir qu elle a repondu au telephone je l entends parler avec son collegue guillaume     c est completement inadmissible a plusieurs reprises j ai dit allo j ai carrement crie je ne comprends pas ce genre de comportement j ai pris une video a l appui qui prouve le temps d attente et le nombre de fois ou je repete   allo   et on entend egalement les voix des deux personnes derriere le telephone  et au final je n ai pu avoir personne   inadmissible;1;['servic', 'incompetent', 'person', 'paris', 'entend', 'collegu', 'guillaum', 'inadmissibl', 'allo', 'carr', 'cri', 'video', 'appui', 'prouv', 'repet', 'allo', 'entend', 'voix', 'person', 'derrier', 'person', 'inadmissibl'];servic incompetent person paris entend collegu guillaum inadmissibl allo carr cri video appui prouv repet allo entend voix person derrier person inadmissibl;1
mon conseiller indemnisation n a jamais repondu a mes mails  la personne au telephone est desagreable  je ne comprends pas qu une personne puisse travailler a pole emploi alors qu elle est antipathique et n est pas comprehensive  elle n est clairement pas la pour aider;1;['indemnis', 'person', 'person', 'antipath', 'comprehens'];indemnis person person antipath comprehens;-1
je fais une demande de formation  je suis dans l obligation de relancer le conseiller  demande faite il y a plus d un mois   ils se trompent sur le calcul des are 3 fois  je suis obligee de passer des heures au telephone a expliquer ma situation  tout est regle mais 6 mois apres rebelote je me retrouve avec un trop percu enorme et il faut tout recommencer  j envoie un mail pour signaler l anomalie on m explique que c est normal  je ne savais pas qu etre inscrit chez pole emploi  relevait du parcours du combattant  c est deja assez difficile de retrouver un emploi et en plus il faut s occuper des erreurs administratives dont ils sont a l origine  bon courage aux demandeurs d emploi  ;1;['format', 'trompent', 'oblige', 'rebelot', 'recommenc', 'anomal', 'sav', 'inscrit', 'combatt', 'occup', 'administr', 'origin', 'courag'];format trompent oblige rebelot recommenc anomal sav inscrit combatt occup administr origin courag;1
l incompetence incarne   ici se sont les conseillers qui oublient les rendez vous qu ils vous fixent  impossible d avoir quelqu un au telephone  donc oblige de se deplacer  la file d attente est interminable avant de pouvoir parler a une personne de l accueil prevoyez toute la matinee   de plus dans un contexte d epidemie  l agence est pleine a craquer les gestes barrieres sont a peine respectes ;1;['incompetent', 'incarn', 'oublient', 'fixent', 'fil', 'intermin', 'person', 'prevoi', 'matine', 'context', 'epidem', 'agenc', 'plein', 'craqu', 'gest', 'barrier', 'respect'];incompetent incarn oublient fixent fil intermin person prevoi matine context epidem agenc plein craqu gest barrier respect;-1
faire le 3949 pour savoir ou en est mon dossier dont je suis sans nouvelle depuis quatre mois et de s entendre dire  je n en sais rien   je ne suis pas pole emploi mais une plate forme d appels qui travaille pour pole emploi donc aller voir votre agence   je dis a cette personne que les agences proches de chez moi ne gere pas les csp  et elle de me repondre   ce n est pas mon probleme    et moi j ai un travail      et elle raccroche   vous avez dit service aux demandeurs d emplois    j ai beau chercher je ne le trouve pas    ;1;['3949', 'dossi', 'quatr', 'entendr', 'plat', 'agenc', 'person', 'agenc', 'csp', 'raccroch', 'servic'];3949 dossi quatr entendr plat agenc person agenc csp raccroch servic;-1
je note par rapport a la dame   qui m a appele suite a mon inscription a l evenement agent de pressing  j ai annule mon inscription  elle ma envoye 2 mail  j ai pas confirme   ce matin ma rappeler pour me rabaisser ou quoi   pourquoi vous n etes pas venue    ce n est pas une maniere de parle au gens et surtout de monter votre voix   je suis nouvelle ici en france mais je suis une femme diplomee  experimente   je laisse jamais quelqu un me rabaisser  je suis inscrite a pole emploi pour un bon suivi  je sais quoi faire avant de venir ici en france   je suis en reconversion en informatique   j ai un bac   5   et vous   vous etes la pour qui  si vous etiez ma conseillere je demande un autre conseiller  je perds mes annees d etudes pour agent de pressing   c est drole   et du jamais vue;1;['even', 'agent', 'pressing', 'confirm', 'rabaiss', 'venu', 'voix', 'femm', 'diplome', 'experiment', 'rabaiss', 'inscrit', 'reconvers', 'bac', 'eti', 'perd', 'etud', 'agent', 'pressing', 'drol'];even agent pressing confirm rabaiss venu voix femm diplome experiment rabaiss inscrit reconvers bac eti perd etud agent pressing drol;1
mon experience avec cette agence a ete et est toujours tres complique en effet avant le confinement je suis etudiante et j ai demande pour ma formation la validation d un devis mon conseiller a ete incapable de le voir sur mon espace en ligne tantot il ne comprenait pas tantot il me disait qu il fallait que nous discutions quand je fixer un rendez vous avec lui alors que j avais fait plusieurs mails c est comme si il ne les regardait pas quand j appelle le numero a disposition c est la meme chose ils ne comprennent absolument rien je ne comprends absolument pas pourquoi cela j ai donc demande le changement de mon conseiller et maintenant depuis le changement cela fait presque trois mois je n ai aucune reponse alors que le mail a ete envoye je suis maintenant en formation et mon devis n a toujours pas ete valide je ne peux meme pas faire ma demande rfp je trouve ca inadmissible de la part de pole emploi de laisser les gens dans des situations pareilles je ne demande qu a pouvoir communiquer avec mon conseiller pour exprimer le fait que je suis en formation et que j ai besoin de cette validation pour pouvoir faire ma demande d aide rfp et malheureusement je n ai toujours aucune reponse je ne sais plus quoi faire je suis desespere cette agence me desespere les gens qui travaillent sont desesperant;1;['agenc', 'confin', 'etudi', 'format', 'tantot', 'compren', 'tantot', 'discut', 'fix', 'regard', 'comprennent', 'repons', 'format', 'rfp', 'inadmissibl', 'pareil', 'communiqu', 'exprim', 'format', 'rfp', 'repons', 'desesper', 'agenc', 'desesper', 'travaillent', 'desesper'];agenc confin etudi format tantot compren tantot discut fix regard comprennent repons format rfp inadmissibl pareil communiqu exprim format rfp repons desesper agenc desesper travaillent desesper;-1
pire que tout  rien ne fonctionne  le personnel est desagreable au possible et nous crie dessus quand on leur fait remarquer que leurs outils ne fonctionnent pas  ne repondent a aucun mail  et evidement n ont pas de numero de telephone;1;['personnel', 'cri', 'dessus', 'remarqu', 'fonctionnent', 'repondent', 'evid'];personnel cri dessus remarqu fonctionnent repondent evid;2
ils ne repondent jamais clairement a vos questions  sont condescendants pour ne pas dire impolis  au telephone  c est pire  ils vous parlent comme des m       ils se donnent trop d importance alors que tout le monde sait qu ils ne servent a rien  c est pourtant simple  s ils ne veulent pas travailler  qu ils laissent leurs places a d autres ;1;['repondent', 'condescend', 'impol', 'parlent', 'donnent', 'veulent', 'laissent', 'plac'];repondent condescend impol parlent donnent veulent laissent plac;2
mon conseiller me reponds dans 13 jours  il peut se permettre de crier sur moi  pour avoir mon chomage  j ai du appeler 3949 et la dame a ete tres comprehensive  c est grace a elle que j ai eu mon paiement  chaque fois il faut se battre pour avoir tes indemnites  horreur ;1;['13', 'permettr', 'cri', 'chomag', '3949', 'comprehens', 'pai', 'battr', 'indemnit', 'horreur'];13 permettr cri chomag 3949 comprehens pai battr indemnit horreur;1
