"entite";"review_text";"rating";"rel_date";"convert_1";"annee"
"POLE EMPLOI SABLE SUR SARTHE-PE";"Aucun";"3";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SABLE SUR SARTHE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SABLE SUR SARTHE-PE";"Très à l'écoute et un suivi rigoureux 🤞👍👍👍 …";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT CLAUDE-PE";"Vraiment bien accompagné..très sympa...";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JEAN DE LUZ-PE";"Inadmissible!!! Indiqué ouvert sur Google et arrivant devant la porte , un papier indiquant fermé le jeudi ! Les conseillers ne répondent pas aux mails bref de qui se fout on !!!";"1";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI SAINT JEAN DE LUZ-PE";"Pendant les travaux Pôle emploi n’est plus à la même adresse, on le découvre une fois sur place.

Se rendre : 6 Av. du Professeur Gregorio Marañon, 64500 Saint-Jean-de-Luz.

Et les horaires sont différentes 🤯";"2";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI SAINT JEAN DE LUZ-PE";"Personnel antipathique désagréable aucun sens du relationnel et surtout ne vous apporte aucune aide pour toutes démarches. A quoi sert le personnel de chez pôle emploi ??????";"1";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI SAINT JEAN DE LUZ-PE";"« J’ai été extrêmement satisfait a la cité sensible des étrons (aka le pôle emploi de Saint-Jean de luz ou le popôle comme disent les jeunes du coin) un service accueillant et des artistes locaux de qualité! j’ai pas les mots quand le iencli est venu prendre sa conse jai tapé une gestu en survêtement Lacoste, pour te dépouiller on t’attend devant le tacos »

-Impliké140";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JEAN DE LUZ-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JEAN DE LUZ-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JEAN DE LUZ-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JEAN DE LUZ-PE";"Mon compagnon s'est inscrit au mois de février. Jamais il n'a pu rencontrer le moindre agent de pôle emploi. Uniquement des entretiens téléphoniques hâtifs. Aucune proposition d'emploi. On l'a juste orienté vers une de ces agences privées censées assurer une orientation vers une formation professionnelle. Des tests ridicules niveau collège, là aussi par téléphone et aucun résultat tangible.
.Son emploi, en CDI, il se l'est trouvé tout seul. L'argent du chômage et de la formation continue est bien mal utilisé et les chômeurs semblent bien peu considérés...";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JOSEPH-PE";"Téléphone inutile, juste pour faire sérieux.";"1";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI SAINT JOSEPH-PE";"Aucun";"5";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI SAINT JOSEPH-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Aucun";"1";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Très bon premier contact avec mon conseiller qui m'a donné toutes les informations dont j'avais besoin, et plus.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Personnel à l'écoute, très serviable et professionne.l";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Chercher une place de parking est parfois plus long que chercher  du travail la bas";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"J'ai été bien reçue, écoutée et ma demande a été prise en considération.
Merci à mon conseiller.";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Lieu propre, bon accueil et conseiller agréable.";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Peux mieux faire";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT JULIEN EN GENEVOIS-PE";"Formation Afpr qui s'est transformé en exploitation durant 3 mois pour se voir offrir un salaire d avance sur commission, un tel procédé est honteux. La conseillère en entreprise a été complice de cette arnaque.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT LOUIS-PE";"Le désastre doit toujours attendre mon argent. Les demandes de renseignements ne recevront une réponse qu'après jours.";"1";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI SAINT LOUIS-PE";"Impossible de faire pire...";"1";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI SAINT LOUIS-PE";"Aucun";"2";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI SAINT LOUIS-PE";"Accueil impeccable et explications super.";"5";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI SAINT LOUIS-PE";"Aucun";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI SAINT LOUIS-PE";"Super accueil et c pas la première fois , aujourd'hui une dame qui nous a assisté sur les ordinateurs juste adorable,  d'une gentillesse et si douce je tenais vraiment la remercier encore pour son professionnalisme juste qu'elle était tte seule à gérer tt le monde faudrait mettre une collègue aussi efficace qu'elle car elle était un peu sur-mesure à mon goût";"4";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI SAINT LOUIS-PE";"Personnel sympathique";"4";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI SAINT LOUIS-PE";"J'ai même pas les mots.";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI SAINT LOUIS-PE";"Bilan de deux années  pôle emploi : 3 conseillères consécutives, RDV avec la première qui m'explique tout, je me sens en confiance. Puis au bout de qq mois, je découvre  que j'ai une nouvelle conseillère avec qui je n'ai eu qu'un RDV téléphonique. Quant à la 3ème, elle m'est totalement inconnue. Je demande des aides administratives pour la création de ma Micro Entreprise, réponse : il n'y en a pas.
La deuxième m'inscrit à une formation sur ma demande mais je découvre par la conseillère en charge de la formation qu'une fois votre ME déclarée, vous n'avez plus droit aux formations.  Info que l'on ne m'a pas donné en amont, ça aurait été sympa. Pire, ma conseillère attitrée me propose de fermer ma ME, de faire la formation et de la réouvrir après. Certes...
Du coup, je n'ai au droit à aucune formation et je me débrouille toute seule pour le développement de ma ME
Pire j'ai travaillé 2 semaines en entreprise. Résultat : votre salaire est déduit des indemnités donc en fin de mois... une indemnité diminuée avec du stress en plus et de l'essence en moins.
C'est quoi déjà le boulot de Pôle emploi ?";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI SAINT LOUIS-PE";"Très bien accueilli et bien accompagné, conseillère très calme et compétente (12).";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT LOUIS-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT LOUIS-PE";"Hyper désagréable les personnes qui y travaillent.
Honteux.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT LOUIS-PE";"J'ai été recu par une conseillère vraiment très sympathique.";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT MARCELLIN-PE";"Depuis mon déménagement à Saint Marcellin il m'arrive que des galère à l'agence de pôle emploi !!! Nous avons pas le choix de mettre au moins une étoile qui mérite pas du tout. Depuis le 18 mars on le fait galéré avec mon attestation d'employeur que j'ai quand même envoyé directement de l agence pôle emploi , que mes conseiller mon bloqué les conversations en me disant que le dossier avait traité....on m'a fait faire une réclamation ou l'on m'a répondu que les choses avaient été réglé et en faite toujours rien !!!! On m'a envoyé a un atelier CV a Voiron ou j'ai payé 17€ de parking pour repartir sans CV !!! Mon conseiller d'indemnisation me répond plus super je suis enceinte et depuis mars je suis en galère et la toujours en attente sans revenus !!! Dernier recours faire appel à un médiateur de pôle emploi.";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Ça devrait plutôt s’appeler pôle chômage remarque faut bien ça avec tous ces demandeurs de chômage venus d’ailleurs n’est ce pas? Monsieur Vincent…après on se demande pourquoi il faut une réforme qui impacte tout le monde a cause de gens qui ont profité j’en connais qui touchent le chômage + deal+ travail au black
Bizarre pôle emploi a eux ne contrôlent ni leur démarche de recherche ni ne les radient il faut avoir une bonne tête de fds pour avoir cet honneur…";"3";"il y a un jour";"il y a 1 jour";"2023"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Agence d’incapable, annonce des trop perçus alors que les actualisation étais faite en temps et en heure, directeur d’agence qui n’assume pas et qui décide de clôturer la discussion par mail quand on lui annonce qu’ont conteste ce trop perçus.

La seule étoile que je suis obligé de mettre reviens à la conseillère qui m’avais accompagné dans mon projet de formation l’année dernière et qui faisait elle, parfaitement son travail, contrairement à d’autre 😉";"1";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"On annule mon rdv avec un conseiller sans explication !! Histoire de bien retarder ma recherche d’emploi";"1";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"L'humain n'est pas pris en compte chez pôle emploi pas plus que quand il est demandeur d'emploi que conseiller.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Aucun";"5";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Conseillère professionnelle. De la place pour se garer .";"5";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Personnel ponctuel et engagé. Dans mon cas ils ont fait de leur mieux pour comprendre ma situation et me conseiller ! L'administratif c'est toujours compliqué, courage.";"5";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Agréablement surprise par la conseillère pôle emploi que j'ai vue et par l'agence. Ils ont ouvert et m'ont prise en charge à l'heure, ont été très accueillants. La conseillère a été très souriante et ma donné de bons conseils. Ça fait vraiment plaisir !";"5";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"donner moi mes sous pour mon afpr";"1";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Honnêtement a se rythme la ouvrer que deux jours par semaine les gens n'ont pas besoins de vous, les gens sons a votre disposition. Prenez des vacances fermer faite faillite au lieu de faire semblant de travailler.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Car le personnel est très à l'écoute et aide bien dans les démarches";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"ce lieu est à recommander même si est seulement si la conjoncture est passée par La. les temps sont durs pour tous le monde. Le personnel essaie de faire le mieux pour les demandeurs d'emploi.";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT MARTIN D'HERES-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Il y a du mieux est c'est tant mieux notamment dans les relations entre organismes et il faut savoir qu'y aller directement peut faire gagner un peu de temps !";"4";"il y a 4 jours";"il y a 4 jours";"2023"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Ils ne m'ont pas aidés. Au contraire j'ai perdu énormément de temps dans les papiers et tout ça pour rien. Ils sont très agressifs quand il manque un papier .";"1";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Bon service";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Conseil :  Le bâtiment du pôle emploie se situe en fait à côté du bâtiment SNCF mobilities !

Pas trop loin de l’arrêt de bus num 11 Semard
Ou sinon marcher de la gare de saint-pierre des corps en ligne droite";"3";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"C'est de notoriété publique que Pôle Emploi n'aide personne à retrouver du travail, j'ai appris qu'ils étaient également incapables de remplir un document en moins d'une semaine, de fournir des informations claires sur des démarches de retour à l'emploi, ou de montrer la moindre once de motivation/implication dans les dossiers qu'ils suivent.

Merci de me donner une motivation supplémentaire de retrouver la stabilité professionnelle pour ne plus jamais avoir affaire à vos services.";"1";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"se faire renvoyer chez soit sous la plus après avoir tourné en rond pendant 1h sans trouver le bâtiment cacher je ne sais où. Ils veulent pas qu'on bosse en fait c'est ça ?!";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Très bon accueil, personne très agréable avec de très bonnes explications et renseignements.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Appel pour un renseignement standardiste très mal élevé je le dis incorrect ne laisse pas parler et ce prend de haut.Franchement pôle emplois fermer de bon a rien.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Compliqué à trouver avec une adresse qui me ramène au carrefour Atlantes.";"2";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Votre temps d’attente est estimée à moins d’une minute… j’ai raccroché au bout de 10min d’attente !";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Personnelles très accueillant et serviable.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Toujours très bien accueillie, le délais a été assez long pour avoir un rdv avec ma conseillère, mais on sent une réelle bienveillance dans les échanges. Prise en charge de mon dossier rapide et efficace, rappels réguliers de la part de la conseillère pour m'informer, c'est très appréciable. Rien à voir avec les grosses agences, le contact est humain.";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Bonne accueil
Très aimable et direct
Et a l'écoute";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT PIERRE DES CORPS-PE";"Il faudrait dissoudre cette agence .il sert à quoi ? et à qui ? Sincèrement à part de tomber sur des êtres bizarres hautains et hautaines..
Y'a rien qui avance avec eux ..o contraire ..catastrophique";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI SAINT PIERRE-PE";"Il y a du mieux est c'est tant mieux notamment dans les relations entre organismes et il faut savoir qu'y aller directement peut faire gagner un peu de temps !";"4";"il y a 4 jours";"il y a 4 jours";"2023"
