Description;demarche en ligne;compte ou espace personnel;Description_2;Description_3;clusters
sur la recommandation d une travailleuse sociale  monsieur a fait part a pole emploi d une reclamation par internet concernant le calcul de la duree de ses droitsla reponse qu il a recue est la suivante   effectivement  alors qu il a travaille 366 jours sur une periode de 1 an  seuls 240 jours ont ete retenus  car     lorsqu une periode d activite professionnelle non declaree d une duree superieure a 3 jours calendaires au cours du meme mois civil est constatee  celle ci n est pas prise en compte pour la recherche de l affiliation en vue d une ouverture de droit ou d un rechargement et les remunerations correspondantes ne sont pas incluses dans le salaire de reference   la reference de ce texte n est pas precisee dans la reponse de pole emploiil n est pas non plus precise quelles sont les periodes qui auraient donne lieu a une non declaration d activite professionnelle  fautive et lui valant de voir ses droits reduits de 30  il est a noter encore que lorsque le calcul initial de ses droits avait ete transmis a monsieur  par courrier en septembre  il ne lui avait pas ete precise qu une reduction de ses droits avait ete faite pour ce motifmonsieur  initialement inscrit a pole emploi au debut de son cdd en chantier d insertion  a cesse de s actualiser au bout de 4 mois parce qu il pensait que ce n etait plus utile  puisqu il travaillait a temps plein et que son contrat de 6 mois allait etre prolonge  il a cesse d etre inscrit durant environ 3 mois  il s est ensuite reinscrit parce que c etait necessaire pour pretendre a une formation dans le cadre du projet d insertion qui lui etait propose par son employeur cependant  il n a jamais ete exige par la loi qu un salarie soit inscrit a pole emploi pendant sa periode d emploi  pour ensuite pouvoir pretendre toucher des allocations chomage  quant aux actualisations que monsieur a faites  il est possible qu il y ait eu des erreurs  mais il lui est impossible de le savoir puisque le site internet de pole emploi ne permet pas aux chomeurs de voir ce qu ils ont declare  seuls les agents de pole emploi ont acces a cette information   je remarque d ailleurs que j ai deja eu le cas ou des personnes desincrites parce qu elles avaient oublie de s actualiser  qui avaient ete declarees   fraudeuses   apres leur reinscription  non parce qu elles avaient fait une actualisation fautive  mais parce que l agent qui avait remis en place l inscription n avait pas complete correctement les periodes d activite de toute facon  erreur d actualisation ou pas  inscription ou non  cela etait sans consequence sur la situation de monsieur a l egard de pole emploi  puisqu il ne percevait pas d indemnite chomageet c est precisement le probleme de la penalite qui est appliquee sur les droits de monsieur   le texte cite est sorti de son contexte  et il en fait une utilisation completement tordueapres recherche  il s agit de l alinea  4 de l accord n 9 du 14 mai 2014 pour l application des articles 9  1  28 et 29 du reglement general annexe a la convention du 14 mai 2014 relative a l indemnisation du chomagele titre de cet accord n 9   activites declarees a terme echu et prestations indues    tout comme son contenu  sont clairement relatifs aux cas des prestations chomage indument percues du fait d activites non declarees  il indique    3     toute periode d activite non declaree fait l objet des sa constatation d un signalement a l interesse    4   le texte cite ci dessus  qui a ensuite ete introduit dans le code du travail en 2016  sous une forme legerement remaniee  par la creation de l article l  5426 1 1  dans le chapitre vi   controles et sanctions   dans le titre ii   indemnisation des travailleurs prives d emploi  ainsi ces textes stipulent qu il y a une sanction en cas de defaut de declaration d activite  menant a un versement indu d indemnites chomage   lors du calcul de nouveaux droits apres l epuisement des droits en cours  les periodes de travail indument non declarees a pole emploi ne sont pas prises en compte  qu il s agisse d un rechargement de droits  cf  article 28 du reglement general  ou d une ouverture ulterieure de droits  cf  article 29 le  4 et l article l5426 1 1 ne s appliquent absolument pas a monsieur  puisque durant l annee ou il a travaille  il n avait pas de droits a indemnisation ouverts et n a percu aucune allocation qui plus est  il n a pas omis de declarer son activite  il a cesse de s actualiser  ce qui  dans le cas ou il aurait eu droit a des indemnites  ne lui aurait pas permis d en toucher et aussi  bien evidemment  pole emploi ne lui a signale aucune periode d activite indument non declaree  conformement au  3  puisqu il n etait pas concerne appliquer le  4 hors contexte  en detournant le sens de ce qui serait une   non declaration d activite   fautive  et sans respecter l integralite du texte  a savoir le  3  c est une triple faute juridique par laquelle c est finalement pole emploi qui se retrouve en situation tres indue  ne pas avoir prevenu monsieur qu il etait considere comme ayant faussement declare une non activite  lui otant par la la possibilite de faire valoir un eventuel droit a l erreur  c est grave aussine pas lui avoir signale qu une sanction lui avait ete appliquee  lors du calcul de ses droits  est egalement completement anormal  apres deux reclamations redigees par une travailleuse sociale  les droits de monsieur ont ete retablis  lui meme n aurait meme pas su qu il avait ete penalise;1;1;['recommand', 'reclam', 'internet', 'dure', 'droitsl', 'repons', 'effect', '366', 'seul', '240', 'retenus', 'lorsqu', 'dure', 'superieur', 'calendair', 'civil', 'constate', 'compt', 'affili', 'ouvertur', 'recharg', 'remuner', 'inclus', 'salair', 'precise', 'repons', 'emploiil', 'declar', 'fautiv', 'val', 'reduit', 'initial', 'courri', 'reduct', 'motifmonsieur', 'initial', 'inscrit', 'cdd', 'chanti', 'insert', 'cess', 'util', 'puisqu', 'contrat', 'allait', 'prolong', 'cess', 'inscrit', 'reinscr', 'pretendr', 'format', 'insert', 'employeur', 'cepend', 'inscrit', 'pretendr', 'alloc', 'chomag', 'internet', 'declar', 'seul', 'agent', 'remarqu', 'person', 'desincrit', 'fraudeux', 'reinscript', 'fautiv', 'agent', 'rem', 'egard', 'puisqu', 'percev', 'indemnit', 'chomageet', 'penalit', 'applique', 'cit', 'context', 'tordueapr', 'agit', 'alin', 'accord', '9', '14', '2014', 'articl', '9', '29', 'annex', 'convent', '14', '2014', 'indemnis', 'chomagel', 'accord', '9', 'echu', 'indu', 'contenu', 'chomag', 'indument', 'percu', 'objet', 'constat', 'cit', 'dessus', 'introduit', '2016', 'leger', 'remanie', 'articl', '5426', 'chapitr', 'vi', 'sanction', 'ii', 'indemnis', 'travailleur', 'priv', 'stipulent', 'sanction', 'defaut', 'declar', 'indu', 'indemnit', 'chomag', 'epuis', 'indument', 'pris', 'compt', 'agiss', 'recharg', 'cf', 'articl', 'ouvertur', 'ulterieur', 'cf', 'articl', '29', 'articl', 'l5426', 'appliquent', 'indemnis', 'ouvert', 'alloc', 'omis', 'declar', 'cess', 'indemnit', 'indument', 'conform', 'puisqu', 'hor', 'context', 'detourn', 'declar', 'fautiv', 'respect', 'integralit', 'tripl', 'jurid', 'indu', 'prevenu', 'declar', 'otant', 'valoir', 'eventuel', 'grav', 'aussin', 'sanction', 'applique', 'anormal', 'reclam', 'redige', 'retabl', 'penalis'];recommand reclam internet dure droitsl repons effect 366 seul 240 retenus lorsqu dure superieur calendair civil constate compt affili ouvertur recharg remuner inclus salair precise repons emploiil declar fautiv val reduit initial courri reduct motifmonsieur initial inscrit cdd chanti insert cess util puisqu contrat allait prolong cess inscrit reinscr pretendr format insert employeur cepend inscrit pretendr alloc chomag internet declar seul agent remarqu person desincrit fraudeux reinscript fautiv agent rem egard puisqu percev indemnit chomageet penalit applique cit context tordueapr agit alin accord 9 14 2014 articl 9 29 annex convent 14 2014 indemnis chomagel accord 9 echu indu contenu chomag indument percu objet constat cit dessus introduit 2016 leger remanie articl 5426 chapitr vi sanction ii indemnis travailleur priv stipulent sanction defaut declar indu indemnit chomag epuis indument pris compt agiss recharg cf articl ouvertur ulterieur cf articl 29 articl l5426 appliquent indemnis ouvert alloc omis declar cess indemnit indument conform puisqu hor context detourn declar fautiv respect integralit tripl jurid indu prevenu declar otant valoir eventuel grav aussin sanction applique anormal reclam redige retabl penalis;2
j ai recu un courriel a mon adresse email concernant le depot d un courrier pole emploi a mon espace de demandeur d emploi le fichier est corrompu  il n est pas possible de lire le fichier  j ai change de telephone portable  j ai aussi change le moteur de recherche mais les courriers deposes a mon espace de demandeur d emploi sont rendus illisiblesce n est pas la premiere fois que la qualite de mon service de pole emploi est deteriore  je souhaite le signaler c est une atteinte a l article 226 15 du code penal qui concerne les correspondances ;0;1;['courriel', 'depot', 'courri', 'corrompu', 'portabl', 'moteur', 'courri', 'rendus', 'illisiblesc', 'servic', 'deterior', 'atteint', 'articl', '226', 'penal'];courriel depot courri corrompu portabl moteur courri rendus illisiblesc servic deterior atteint articl 226 penal;-1
le pole emploi m adresse ses correspondances via mon espace de demandeur d emploi en ligne  une alerte visuelle m indique que des courriers sont en attentes de lecture  lorsque je verifie ma messagerie en ligne  je constate que ces courriers ne sont pas affiches ;0;1;['alert', 'visuel', 'courri', 'lectur', 'verif', 'messager', 'courri'];alert visuel courri lectur verif messager courri;0
je suis inscrite au pole emploi depuis le 15 juillet 2015 mon espace en ligne indique que je suis inscrite au pole emploi depuis le 21 janvier 2021 mon numero de demandeur d emploi a ete modifie par le pole emploi a quatre reprise ;0;1;['inscrit', 'juillet', '2015', 'inscrit', '21', 'quatr'];inscrit juillet 2015 inscrit 21 quatr;-1
pour eviter les papiers  quand est ce que pole emploi et ameli vont s accorder pour le cesu   au vu de mes multiples employeurs  cela peut aller entre 300 et 500 feuilles et des fois plus  on renonce a nos droits  par contre lors de controle des services trouvent la solution  j ai meme un courrier c est bizarre    cordialement ;1;1;['amel', 'accord', 'employeur', '300', '500', 'renonc', 'servic', 'trouvent', 'courri', 'bizarr'];amel accord employeur 300 500 renonc servic trouvent courri bizarr;2
je suis demandeur d emploi  j ai un numero d identifiant pole emploi et un numero de connexion  je constate que mon numero d identifiant pole emploi est attribue a un autre demandeur d emploi  le personnel du pole emploi est incorrect et ne repond a pas  le service de mediation ne repond pas a me reclamation ;1;1;['identifi', 'connexion', 'identifi', 'attribu', 'personnel', 'incorrect', 'servic', 'mediat', 'reclam'];identifi connexion identifi attribu personnel incorrect servic mediat reclam;-1
inscrite au chomage depuis 2017  tres longue duree   desolee de vous dire malheureusement que la communication n en est pas une    absence de conseillers la premiere annee et absence d allocations pendant six mois  de quoi etre inquiete   changements de conseillers   une dizaine depuis la premiere qui m a refuse mon dossier de formation pour motif que je n etais pas prioritaire avec un bac 5  difficultes d acces aux conseillers depuis le 17 03 2020  ils envoient les candidats vers d autres conseillers   on peut se demander ou peut etre le suivi dans ces circonstances mais je retiendrai que parmi la vingtaine d employes de la fonction publique  il y en a un qui evitait de me faire venir pour rien et qui m a meme offert un bilan de competences dont je revais depuis des annees mais on pense bien que l on peut attendre encore des mois sans allocation depuis aout 2020  sans compter la crise sanitaire qui nous empeche d acceder aux guichets de la fonction publique heureusement que j ai quand meme une conseillere qui m envoie vers une nouvelle conseillere  de quoi je me plains     si elles ne sont pas disponibles avant la rentree alors que j ai besoin d eux avant cette date butoir  notamment pour completer mon dossier caf  avec l absence de conseillers  je crois qu on ne nous aide pas et qu on nous retarde dans nos projets de formation avec l absence de reponse dans les delais qui sont demandes   cela nous ferme des portes qui doivent rester ouvertes ;0;1;['inscrit', 'chomag', '2017', 'dure', 'desole', 'absenc', 'absenc', 'alloc', 'six', 'inquiet', 'chang', 'dizain', 'dossi', 'format', 'prioritair', 'bac', '17', '03', 'envoient', 'circonst', 'retiendr', 'parm', 'vingtain', 'offert', 'rev', 'alloc', 'compt', 'cris', 'sanitair', 'empech', 'guichet', 'plain', 'disponibl', 'rentre', 'butoir', 'dossi', 'caf', 'absenc', 'crois', 'retard', 'format', 'absenc', 'repons', 'ferm', 'ouvert'];inscrit chomag 2017 dure desole absenc absenc alloc six inquiet chang dizain dossi format prioritair bac 17 03 envoient circonst retiendr parm vingtain offert rev alloc compt cris sanitair empech guichet plain disponibl rentre butoir dossi caf absenc crois retard format absenc repons ferm ouvert;-1
alors quand on quitte un travail on nous donne une attestation pour pole emploi celle ci fait 6 pages alors que sur le site de pole emploi on ne peut numeriser que 5 documents   ;1;0;['quitt', 'attest', 'numeris', 'docu'];quitt attest numeris docu;4
j ai actualise ma periode d activite sur le site du pole emploi   mon espace en ligne renseigne que mon actualisation a ete valide le 3 octobre 2021  il est inscrit que ma validation concerne la periode du 31 aout 2021 au 31 aout 2021 uniquement  le service technique du pole emploi ne repond pas correctement au reclamation  les correspondances qui sont deposees a mon espace en ligne sont rendus inutilisables et illisibles par un code informatique ;1;1;['inscrit', '31', '31', 'servic', 'reclam', 'depose', 'rendus', 'inutilis', 'illisibl'];inscrit 31 31 servic reclam depose rendus inutilis illisibl;-1
depuis plusieurs jours l inscription au site pole emploi ne marche pas  un message d erreur apparait apres que le choix d identifiant et de mot de passe est effectue par le demandeur d emploi qui tente a s inscrire sur le site  c est rageant ;1;0;['appar', 'identifi', 'rag'];appar identifi rag;4
