Description;telephone;Description_2;Description_3;clusters
conseillers et personnel tres pro  je tiens a le souligner  ayant eu plusieurs fois des soucis lors d inscriptions ces derniers ont toujours ete tres gentils  il faudrait plus de gens comme vous     surtout au 39 49 ou la par contre le service laisse clairement a desirer ;1;['personnel', 'pro', 'soulign', 'souc', 'derni', 'gentil', '39', '49', 'servic', 'desir'];personnel pro soulign souc derni gentil 39 49 servic desir;1
1 an et demi de chomage et je n ai vu qu une seule fois mon conseiller  il mettait une bonne semaine avant de repondre a mes mails  et encore    parfois il ne s en donnait pas la peine  jamais il ne m a appele ou donne d autres rendez vous pour savoir ou j en etais  la premiere et derniere fois ou j y suis allee  j avais rendez vous a 14h  s en est suivi d une attente de 1h30  tout en sachant que le  rendez vous  a dure 20min  franchement decue  vous n aidez pas les gens  vous ne les soutenez pas  1 an et demi a chercher un boulot  silence radio complet  je me suis sentie abandonnee   il faut aussi ajouter qu une fois j ai eu une adorable femme au telephone qui a su repondre a toutes mes questions ;1;['dem', 'chomag', 'appel', '14h', '1h30', '20min', 'souten', 'dem', 'boulot', 'silenc', 'radio', 'abandonne', 'ajout', 'ador', 'femm'];dem chomag appel 14h 1h30 20min souten dem boulot silenc radio abandonne ajout ador femm;-1
personne au telephone    qui me donne des infos errone  j ai pris sur mon temps de travail je rentre a la maison pour transmettre les papiers comme indique mais impossible le systeme ne me propose pas la bon service    je tente de rappeler  depuis 15h30  le service mais etrangement toute les lignes sont occupe    et ohhh a 16h30 comme par hasard l acceuil est ferme    serieusement   c est frustrant ;1;['person', 'infos', 'erron', 'maison', 'system', 'servic', '15h30', 'servic', 'etrang', 'occup', 'ohhh', '16h30', 'hasard', 'acceuil', 'ferm', 'frustr'];person infos erron maison system servic 15h30 servic etrang occup ohhh 16h30 hasard acceuil ferm frustr;-1
appel telephonique a l instant  et personne desagreable  aucune ecoute  c est vous le probleme  je prefere 100x plus pole emploi armentiere ;1;['appel', 'instant', 'person', 'prefer', '100x', 'armentier'];appel instant person prefer 100x armentier;-1
difficile d avoir un humain au bout du fils  et lorsque cela arrive  la personne donne l impression de s etre reveillee au moment de l appel;1;['fil', 'person', 'impress', 'reveille', 'appel'];fil person impress reveille appel;-1
lamentable   pas une seule fois je n ai recu mon allocation normalement  chaque mois je dois reexpliquer mon dossier  au telephone si vous avez laisse un message ensuite vous etes filtre    tout les conseillers sont en ligne    mais avec un autre tel  miracle  5 minutes d attente  a 16h29 une personne decroche enfin sans repondre jusque16h30 et raccroche  16h30 fin du service    c est une honte   aucun respect pour les demandeurs d emplois  vous n avez plus d emplois   vous ne valez plus rien   et pole emploi se charge de vous le rappeler a travers ses graves manquement en communication  toutes les oportunites sont bonnes pour chaque mois vous menacer de radiation  c est ma premiere experience pole emploi  je croyais que les gens en rajoutais      mais c est encore pire que ce que j aurais pu imaginer ;1;['alloc', 'reexpliqu', 'dossi', 'filtr', 'tel', 'miracl', '16h29', 'person', 'decroch', 'jusque16h30', 'raccroch', '16h30', 'servic', 'respect', 'val', 'traver', 'grav', 'oportunit', 'croi', 'rajout', 'imagin'];alloc reexpliqu dossi filtr tel miracl 16h29 person decroch jusque16h30 raccroch 16h30 servic respect val traver grav oportunit croi rajout imagin;1
ah faire le pont ca va bien mais repondre aus mails ou au telephone c est plus complique par contre pour nous radier ca va vite;1;['ah', 'pont', 'aus', 'radi'];ah pont aus radi;2
apres de nombreux efforts pour vous contacter l agence m a dit me rappeller dans 24h pour trouver une solution a mon probleme  ca fait plus d une semaine  ;1;['effort', 'contact', 'agenc', '24h'];effort contact agenc 24h;0
merite aucune etoile  il donne des rendez vous telephonique mais au final il n appel jamais  quand c est nous qui les appelons il sont injoignables  quand on demande une formation sur un metier il nous envoie une formation pour un metier completement oppose  a fuir  ;1;['merit', 'appel', 'appelon', 'injoign', 'format', 'format', 'oppos', 'fuir'];merit appel appelon injoign format format oppos fuir;-1
j ai eu 3  conseillers  au telephone puisque probleme de trop percu avant meme de recevoir ma premiere indemnite  personne ne s occupe de mes demandes on me dit d inniorer les mises en demeures de payer recu par courrier   incroyable   aujourd hui il me preleve la somme trop percu sans accord de ma part et sans avoir eu de reponse   soit on a a faire a une bande d incompetent  soit a des gens qui en ont rien a faire de vous  ou peut etre les deux    ;1;['indemnit', 'person', 'occup', 'innior', 'mis', 'demeur', 'pai', 'courri', 'prelev', 'somm', 'accord', 'repons', 'band', 'incompetent'];indemnit person occup innior mis demeur pai courri prelev somm accord repons band incompetent;1
inscrite depuis 1 mois je n ai a ce jour pas eu de rdv j essaye d appeler ce matin  temps d attente 5 minutes et au bout de 10 minutes on me raccroche dessus deuxieme tentative  cette fois ca decroche au bout de 3 minutes mais la personne au bout du fil m ignore et discute avec ses collegues  je pense que la personne ne sait meme pas que j entends tout  troisieme fois  pareil que la premiere  je suis depitee;1;['inscrit', 'rdv', 'appel', 'raccroch', 'dessus', 'tentat', 'decroch', 'person', 'fil', 'ignor', 'discut', 'collegu', 'person', 'entend', 'troisiem', 'pareil', 'depite'];inscrit rdv appel raccroch dessus tentat decroch person fil ignor discut collegu person entend troisiem pareil depite;-1
aucune organisation  laisse passer n importe qui alors que les gens font la queue  vraiment un service deplorable  ;1;['queu', 'servic', 'deplor'];queu servic deplor;2
mon conseiller m a annule mon rendez vous car je suis inscrite aussi a la mission local   c est interdit d etre inscrite au deux   j ai voulu les appeler injoignable pour comprendre temps d attente estime a plus de 15 minutes on me demande si un conseille peut m appeler a mon numero donc oui mais pas avant 2h   dommage qu on ne peut pas mettre 0 etoiles car 1 etoile c est trop pour leurs service;1;['inscrit', 'interd', 'inscrit', 'appel', 'injoign', 'estim', 'appel', '2h', 'servic'];inscrit interd inscrit appel injoign estim appel 2h servic;0
accueil telephonique du service indemnisation qui renvoie au pole emploi de la cote st andre deplorable   la dame vous prend de haut  vous parle tres mal et vous raccroche au nez en prime    ;1;['servic', 'indemnis', 'renvoi', 'st', 'andre', 'deplor', 'haut', 'raccroch', 'nez'];servic indemnis renvoi st andre deplor haut raccroch nez;2
si vous avez des explications confidentielle a dire c est loupe    on vous recoit au beau milieu de la piece entoure de personnes  attendant elle aussi leurs tours plutot que de vous recevoir dans un bureau quand au service3949 ils sont incompetents et ne savent pas comment repondre a vos questions  pour ma part on m a souhaite bon courage pour ma reinscription  cela veut tout dire    ;1;['confidentiel', 'loup', 'recoit', 'milieu', 'entour', 'person', 'attend', 'tour', 'bureau', 'service3949', 'incompetent', 'savent', 'courag', 'reinscript'];confidentiel loup recoit milieu entour person attend tour bureau service3949 incompetent savent courag reinscript;-1
personne au telephone tres desagreable    sachant que c est leur travail   ;1;['person'];person;-1
pole emploi de la garde tres mal parler au telephone  mal  recu   je ne suis pas un chien  pas agreable  du tout ;1;['gard', 'chien'];gard chien;2
je suis tombee sur une espece de conseiller telephonique de cette agence s occupant des trop verses  celui ci d entree a commence a me prendre de haut   me prendre pour une idote et etre agressif alors que je ne l etais pas du tout et voulait simplement savoir comment leur rendre leurs sous  odieux;1;['tombe', 'espec', 'agenc', 'occup', 'entre', 'haut', 'idot', 'agress', 'odieux'];tombe espec agenc occup entre haut idot agress odieux;2
j ai souvent eu des problemes av ce pole emploi  indemnisation versee sur 1 compte different de mon rib  desinformation concernant la formation pro  radiation injustifiee et surtout manque de suivi  on m a encore change de conseiller sans m avertir  pire encore  le service telephonique est injoignable malgre un temps d attente annonce  plus d 1h au tel pour avoir personne  en cette periode difficile  vous faites preuve d indifference et vous faites preuve d aucune empathie  ca me fait bien rire de voir le commentaire 5 etoiles de mon ancien conseiller erwan   les seuls avis positifs viennent de personnes qui travaillent a pole emploi  quelle arnaque  ;1;['av', 'indemnis', 'verse', 'compt', 'rib', 'desinform', 'format', 'pro', 'injustifie', 'avert', 'servic', 'injoign', '1h', 'tel', 'person', 'indifferent', 'empath', 'rir', 'commentair', 'erwan', 'seul', 'viennent', 'person', 'travaillent', 'arnaqu'];av indemnis verse compt rib desinform format pro injustifie avert servic injoign 1h tel person indifferent empath rir commentair erwan seul viennent person travaillent arnaqu;2
former les conseillers du 3949 eviterai des problemes   en l etat completement inaptes aux postes  sinon remettez les aux chomages  ;1;['3949', 'inapt', 'remet', 'chomag'];3949 inapt remet chomag;-1
fidele a leur reputation   jamais de reponses ni telephone ni conseiller  on se demande encore comment il y en a qui retrouve un travail;1;['fidel', 'reput', 'repons'];fidel reput repons;-1
des personnes plus que desagreable au telephone  rigole a mon nez pour de simples questions ;1;['person', 'rigol', 'nez', 'simpl'];person rigol nez simpl;2
belle brochette de faineant la dedans   incompetent jamais vu mon conseiller apres demission apres plus de 6 mois;1;['brochet', 'fain', 'dedan', 'incompetent', 'demiss'];brochet fain dedan incompetent demiss;2
souhaitant decaler un rendez vous  j appelle le numero direct de pole emploi  ma demande n a ni ete comprise ni ete traitee  en effet  mon interlocutrice ne m a pas ecoute et m a litteralement raccroche au nez sans meme une formule de politesse  merci  pour la prochaine fois  d au moins m apporter une solution avant d utiliser l impolitesse comme reponse ;1;['decal', 'appel', 'compris', 'traite', 'interlocutric', 'litteral', 'raccroch', 'nez', 'politess', 'apport', 'impolitess', 'repons'];decal appel compris traite interlocutric litteral raccroch nez politess apport impolitess repons;2
laisser un numero valide quand vous voulez qu on vous rappel merci;1;[];;2
normal que le taux de chomage baisse ne pouvant creer une annonce par telephone  ;1;['taux', 'chomag', 'baiss'];taux chomag baiss;2
un 39 49 injoignable    qui tourne en rond ou nous raccroche au nez   et quand aux pseudos conseillers   certains sont la en mode ghost a errer dans les couloirs et a eviter de conseiller quand on veut les voir ou  ne savent pas    bref on les derange et en plus ils sont agressifs et odieux envers le public    mais on est ou la   ah oui c  est loudeac     belle image    ;1;['39', '49', 'injoign', 'rond', 'raccroch', 'nez', 'pseudos', 'mod', 'ghost', 'errer', 'couloir', 'savent', 'derang', 'agress', 'odieux', 'enver', 'ah', 'loudeac', 'imag'];39 49 injoign rond raccroch nez pseudos mod ghost errer couloir savent derang agress odieux enver ah loudeac imag;2
j attends qu on me donne un rdv depuis la fin janvier   au debut  je me suis trompee de conseillere  donc  on m a redirige vers une autre qui a quitte l agence et pour finir  la 3e etait en vacances  devait me recontacter a son retour mi fevrier et toujours dans l attente d une reponse      alors que j avais bien precise ma situation dans les mails    le directeur de l agence m a appele juste pour me demander si je savais lire et ecrire le francais apres avoir lu mon mail  alors que je le maitrise mieux que certaines personnes ayant un bac l      inadmissible   et apres  on va dire que les francais sont faineants   si pole emploi suivait derriere  il y aurait encore moins de chomeurs que maintenant   on se demande qui sont les faineants   ;1;['attend', 'rdv', 'trompe', 'redirig', 'quitt', 'agenc', '3e', 'vacanc', 'recontact', 'mi', 'repons', 'directeur', 'agenc', 'appel', 'sav', 'ecrir', 'lu', 'maitris', 'person', 'bac', 'inadmissibl', 'fain', 'derrier', 'fain'];attend rdv trompe redirig quitt agenc 3e vacanc recontact mi repons directeur agenc appel sav ecrir lu maitris person bac inadmissibl fain derrier fain;1
